Name_;Off. Snaps_Num;Receiving_Rec;Receiving_Tgt;Receiving_Y/R;Receiving_Y/Tgt;Receiving_Yds;ST Snaps_Num;Year;Week;Age;Tm;1;Opp;Injured Reserve;*;Inactive;COVID-19 List;Non-Football Injury;Physically Unable to Perform;Exempt List;Suspended;Did Not Play;Win?;Lose?;Tie?;Score-not-counted;Tm-Score;Opp-Score;Day;Month;Dk_Points;Salary;Feet;Inches;Weight(lbs);Last_Def_Total_YDS;Last_Def_Total_YDS/G;Last_Def_Passing_YDS;Last_Def_Passing_YDS/G;Last_Def_Rushing_YDS;Last_Def_Rushing_YDS/G;Last_Def_Points_PTS;Last_Def_PointsPTS/G;Last_Off_Total_YDS;Last_Off_Total_YDS/G;Last_Off_Passing_YDS;Last_Off_Passing_YDS/G;Last_Off_Rushing_YDS;Last_Off_Rushing_YDS/G;Last_Off_Points_PTS;Last_Off_PointsPTS/G
Fleener, Coby;42.0;1.0;1.0;7.0;7.0;7.0;0.0;2013.0;1.0;24.353;IND;0;OAK;0;0;0;0;0;0;0;0;0;1;0;0;0;21;17;8;9;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;61.0;4.0;8.0;17.25;8.63;69.0;0.0;2013.0;2.0;24.36;IND;0;MIA;0;1;0;0;0;0;0;0;0;0;1;0;0;20;24;15;9;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;49.0;2.0;2.0;6.5;6.5;13.0;0.0;2013.0;3.0;25.002;IND;@;SFO;0;0;0;0;0;0;0;0;0;1;0;0;0;27;7;22;9;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;59.0;5.0;7.0;15.4;11.0;77.0;0.0;2013.0;4.0;25.009;IND;@;JAX;0;0;0;0;0;0;0;0;0;1;0;0;0;37;3;29;9;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;58.0;2.0;3.0;7.5;5.0;15.0;0.0;2013.0;5.0;25.016;IND;0;SEA;0;1;0;0;0;0;0;0;0;1;0;0;0;34;28;6;10;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;36.0;3.0;6.0;5.33;2.67;16.0;0.0;2013.0;6.0;25.024;IND;@;SDG;0;1;0;0;0;0;0;0;0;0;1;0;0;9;19;14;10;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;49.0;5.0;5.0;7.6;7.6;38.0;0.0;2013.0;7.0;25.03;IND;0;DEN;0;1;0;0;0;0;0;0;0;1;0;0;0;39;33;20;10;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;48.0;3.0;5.0;21.33;12.8;64.0;0.0;2013.0;9.0;25.044;IND;@;HOU;0;1;0;0;0;0;0;0;0;1;0;0;0;27;24;3;11;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;56.0;4.0;10.0;8.25;3.3;33.0;0.0;2013.0;10.0;25.051;IND;0;STL;0;1;0;0;0;0;0;0;0;0;1;0;0;8;38;10;11;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;54.0;8.0;10.0;13.38;10.7;107.0;0.0;2013.0;11.0;25.055;IND;@;TEN;0;0;0;0;0;0;0;0;0;1;0;0;0;30;27;14;11;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;53.0;4.0;8.0;13.75;6.88;55.0;0.0;2013.0;12.0;25.065;IND;@;ARI;0;1;0;0;0;0;0;0;0;0;1;0;0;11;40;24;11;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;55.0;3.0;5.0;16.67;10.0;50.0;0.0;2013.0;13.0;25.072;IND;0;TEN;0;1;0;0;0;0;0;0;0;1;0;0;0;22;14;1;12;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;52.0;5.0;9.0;6.2;3.44;31.0;0.0;2013.0;14.0;25.079;IND;@;CIN;0;1;0;0;0;0;0;0;0;0;1;0;0;28;42;8;12;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;57.0;0.0;1.0;0.0;0.0;0.0;0.0;2013.0;15.0;25.086;IND;0;HOU;0;1;0;0;0;0;0;0;0;1;0;0;0;25;3;15;12;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;53.0;2.0;3.0;4.0;2.67;8.0;0.0;2013.0;16.0;25.093;IND;@;KAN;0;1;0;0;0;0;0;0;0;1;0;0;0;23;7;22;12;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;35.0;1.0;4.0;25.0;6.25;25.0;0.0;2013.0;17.0;25.1;IND;0;JAX;0;1;0;0;0;0;0;0;0;1;0;0;0;30;10;29;12;0.0;0.0;0;0;0;5713;357.1;3711;231.9;2002;125.1;336;21.0;5468;341.8;3725;232.8;1743;108.9;391;24.4
Fleener, Coby;49.0;3.0;8.0;7.0;2.63;21.0;0.0;2014.0;1.0;25.352;IND;@;DEN;0;1;0;0;0;0;0;0;0;0;1;0;0;24;31;7;9;5.1;3700.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;52.0;1.0;1.0;13.0;13.0;13.0;0.0;2014.0;2.0;25.36;IND;0;PHI;0;0;0;0;0;0;0;0;0;0;1;0;0;27;30;15;9;2.3;3000.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;50.0;4.0;7.0;12.25;7.0;49.0;0.0;2014.0;3.0;26.001;IND;@;JAX;0;1;0;0;0;0;0;0;0;1;0;0;0;44;17;21;9;14.9;3800.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;45.0;2.0;3.0;13.0;8.67;26.0;0.0;2014.0;4.0;26.008;IND;0;TEN;0;0;0;0;0;0;0;0;0;1;0;0;0;41;17;28;9;10.6;3400.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;42.0;1.0;2.0;30.0;15.0;30.0;0.0;2014.0;5.0;26.015;IND;0;BAL;0;1;0;0;0;0;0;0;0;1;0;0;0;20;13;5;10;4.0;3000.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;51.0;2.0;4.0;5.5;2.75;11.0;0.0;2014.0;6.0;26.019;IND;@;HOU;0;0;0;0;0;0;0;0;0;1;0;0;0;33;28;9;10;9.1;3200.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;60.0;4.0;5.0;16.0;12.8;64.0;0.0;2014.0;7.0;26.029;IND;0;CIN;0;1;0;0;0;0;0;0;0;1;0;0;0;27;0;19;10;10.4;3000.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;44.0;1.0;4.0;4.0;1.0;4.0;0.0;2014.0;8.0;26.036;IND;@;PIT;0;1;0;0;0;0;0;0;0;0;1;0;0;34;51;26;10;1.4;3400.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;39.0;4.0;11.0;19.25;7.0;77.0;0.0;2014.0;9.0;26.044;IND;@;NYG;0;0;0;0;0;0;0;0;0;1;0;0;0;40;24;3;11;17.7;3100.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;40.0;7.0;7.0;20.57;20.57;144.0;0.0;2014.0;11.0;26.057;IND;0;NWE;0;1;0;0;0;0;0;0;0;0;1;0;0;20;42;16;11;24.4;4700.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;56.0;2.0;4.0;14.0;7.0;28.0;0.0;2014.0;12.0;26.064;IND;0;JAX;0;1;0;0;0;0;0;0;0;1;0;0;0;23;3;23;11;4.8;5200.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;43.0;4.0;7.0;31.75;18.14;127.0;0.0;2014.0;13.0;26.071;IND;0;WAS;0;1;0;0;0;0;0;0;0;1;0;0;0;49;27;30;11;31.7;4700.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;60.0;5.0;10.0;11.2;5.6;56.0;0.0;2014.0;14.0;26.078;IND;@;CLE;0;1;0;0;0;0;0;0;0;1;0;0;0;25;24;7;12;10.6;5700.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;40.0;2.0;5.0;16.0;6.4;32.0;0.0;2014.0;15.0;26.085;IND;0;HOU;0;1;0;0;0;0;0;0;0;1;0;0;0;17;10;14;12;5.2;4700.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;55.0;4.0;7.0;9.0;5.14;36.0;0.0;2014.0;16.0;26.092;IND;@;DAL;0;1;0;0;0;0;0;0;0;0;1;0;0;7;42;21;12;7.6;4600.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;61.0;5.0;7.0;11.2;8.0;56.0;0.0;2014.0;17.0;26.099;IND;@;TEN;0;1;0;0;0;0;0;0;0;1;0;0;0;27;10;28;12;22.6;4700.0;0;0;0;5483;342.7;3669;229.3;1814;113.4;369;23.1;6506;406.6;4894;305.9;1612;100.8;458;28.6
Fleener, Coby;37.0;1.0;1.0;5.0;5.0;5.0;0.0;2015.0;1.0;26.358;IND;@;BUF;0;0;0;0;0;0;0;0;0;0;1;0;0;14;27;13;9;3.5;3400.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;46.0;0.0;0.0;0.0;0.0;0.0;0.0;2015.0;2.0;27.001;IND;0;NYJ;0;1;0;0;0;0;0;0;0;0;1;0;0;7;20;21;9;0.0;3000.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;50.0;4.0;6.0;12.75;8.5;51.0;0.0;2015.0;3.0;27.007;IND;@;TEN;0;1;0;0;0;0;0;0;0;1;0;0;0;35;33;27;9;9.1;3000.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;70.0;9.0;12.0;9.22;6.92;83.0;0.0;2015.0;4.0;27.014;IND;0;JAX;0;1;0;0;0;0;0;0;0;1;0;0;0;16;13;4;10;23.3;3200.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;33.0;2.0;3.0;4.5;3.0;9.0;0.0;2015.0;5.0;27.018;IND;@;HOU;0;0;0;0;0;0;0;0;0;1;0;0;0;27;20;8;10;2.9;3200.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;50.0;3.0;6.0;6.67;3.33;20.0;0.0;2015.0;6.0;27.028;IND;0;NWE;0;1;0;0;0;0;0;0;0;0;1;0;0;27;34;18;10;5.0;3000.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;43.0;3.0;5.0;15.67;9.4;47.0;0.0;2015.0;7.0;27.035;IND;0;NOR;0;0;0;0;0;0;0;0;0;0;1;0;0;21;27;25;10;7.7;3000.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;59.0;7.0;11.0;6.14;3.91;43.0;0.0;2015.0;8.0;27.043;IND;@;CAR;0;1;0;0;0;0;0;0;0;0;1;0;0;26;29;2;11;17.3;2800.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;59.0;4.0;6.0;5.5;3.67;22.0;0.0;2015.0;9.0;27.049;IND;0;DEN;0;1;0;0;0;0;0;0;0;1;0;0;0;27;24;8;11;6.2;2800.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;43.0;3.0;5.0;15.0;9.0;45.0;0.0;2015.0;11.0;27.063;IND;@;ATL;0;1;0;0;0;0;0;0;0;1;0;0;0;24;21;22;11;7.5;3200.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;43.0;3.0;3.0;9.0;9.0;27.0;0.0;2015.0;12.0;27.07;IND;0;TAM;0;1;0;0;0;0;0;0;0;1;0;0;0;25;12;29;11;5.7;3000.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;43.0;4.0;8.0;5.0;2.5;20.0;0.0;2015.0;13.0;27.077;IND;@;PIT;0;0;0;0;0;0;0;0;0;0;1;0;0;10;45;6;12;6.0;3000.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;51.0;1.0;4.0;6.0;1.5;6.0;0.0;2015.0;14.0;27.084;IND;@;JAX;0;1;0;0;0;0;0;0;0;0;1;0;0;16;51;13;12;1.6;3000.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;26.0;1.0;3.0;12.0;4.0;12.0;0.0;2015.0;15.0;27.091;IND;0;HOU;0;1;0;0;0;0;0;0;0;0;1;0;0;10;16;20;12;2.2;2700.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;30.0;2.0;4.0;6.5;3.25;13.0;0.0;2015.0;16.0;27.098;IND;@;MIA;0;1;0;0;0;0;0;0;0;1;0;0;0;18;12;27;12;3.3;2700.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;48.0;7.0;7.0;12.57;12.57;88.0;0.0;2015.0;17.0;27.105;IND;0;TEN;0;0;0;0;0;0;0;0;0;1;0;0;0;30;24;3;1;21.8;2700.0;0;0;0;6066;379.1;4114;257.1;1952;122.0;408;25.5;5142;321.4;3704;231.5;1438;89.9;333;20.8
Fleener, Coby;56.0;1.0;4.0;6.0;1.5;6.0;7.0;2016.0;1.0;27.357;NOR;0;OAK;0;1;0;0;0;0;0;0;0;0;1;0;0;34;35;11;9;1.6;4900.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;47.0;2.0;8.0;14.5;3.63;29.0;0.0;2016.0;2.0;27.364;NOR;@;NYG;0;0;0;0;0;0;0;0;0;0;1;0;0;13;16;18;9;4.9;3900.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;62.0;7.0;11.0;15.57;9.91;109.0;0.0;2016.0;3.0;28.006;NOR;0;ATL;0;0;0;0;0;0;0;0;0;0;1;0;0;32;45;26;9;26.9;3300.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;47.0;3.0;5.0;6.33;3.8;19.0;0.0;2016.0;4.0;28.012;NOR;@;SDG;0;0;0;0;0;0;0;0;0;1;0;0;0;35;34;2;10;4.9;3200.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;41.0;6.0;7.0;12.33;10.57;74.0;0.0;2016.0;6.0;28.026;NOR;0;CAR;0;1;0;0;0;0;0;0;0;1;0;0;0;41;38;16;10;25.6;3500.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;43.0;2.0;2.0;22.0;22.0;44.0;1.0;2016.0;7.0;28.033;NOR;@;KAN;0;0;0;0;0;0;0;0;0;0;1;0;0;21;27;23;10;6.4;3800.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;26.0;4.0;4.0;9.0;9.0;36.0;0.0;2016.0;8.0;28.04;NOR;0;SEA;0;1;0;0;0;0;0;0;0;1;0;0;0;25;20;30;10;7.6;3400.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;30.0;3.0;6.0;14.0;7.0;42.0;0.0;2016.0;9.0;28.047;NOR;@;SFO;0;0;0;0;0;0;0;0;0;1;0;0;0;41;23;6;11;7.2;3400.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;32.0;2.0;2.0;13.0;13.0;26.0;0.0;2016.0;10.0;28.054;NOR;0;DEN;0;1;0;0;0;0;0;0;0;0;1;0;0;23;25;13;11;4.6;3300.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;42.0;3.0;5.0;5.67;3.4;17.0;0.0;2016.0;11.0;28.058;NOR;@;CAR;0;1;0;0;0;0;0;0;0;0;1;0;0;20;23;17;11;10.7;3400.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;18.0;4.0;4.0;14.75;14.75;59.0;0.0;2016.0;12.0;28.068;NOR;0;LAR;0;1;0;0;0;0;0;0;0;1;0;0;0;49;21;27;11;9.9;3100.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;41.0;5.0;7.0;17.2;12.29;86.0;0.0;2016.0;13.0;28.075;NOR;0;DET;0;0;0;0;0;0;0;0;0;0;1;0;0;13;28;4;12;13.6;3500.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;42.0;1.0;3.0;6.0;2.0;6.0;0.0;2016.0;14.0;28.082;NOR;@;TAM;0;1;0;0;0;0;0;0;0;0;1;0;0;11;16;11;12;1.6;3700.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;53.0;2.0;3.0;5.0;3.33;10.0;0.0;2016.0;15.0;28.089;NOR;@;ARI;0;0;0;0;0;0;0;0;0;1;0;0;0;48;41;18;12;3.0;3200.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;30.0;2.0;3.0;15.0;10.0;30.0;0.0;2016.0;16.0;28.095;NOR;0;TAM;0;0;0;0;0;0;0;0;0;1;0;0;0;31;24;24;12;5.0;3100.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;54.0;3.0;7.0;12.67;5.43;38.0;0.0;2016.0;17.0;28.103;NOR;@;ATL;0;1;0;0;0;0;0;0;0;0;1;0;0;32;38;1;1;6.8;3100.0;0;0;0;6006;375.4;4380;273.8;1626;101.6;454;28.4;6816;426.0;5074;317.1;1742;108.9;469;29.3
Fleener, Coby;32.0;5.0;6.0;10.8;9.0;54.0;0.0;2017.0;1.0;28.356;NOR;@;MIN;0;0;0;0;0;0;0;0;0;0;1;0;0;19;29;11;9;16.4;2900.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;32.0;3.0;4.0;11.0;8.25;33.0;0.0;2017.0;2.0;28.362;NOR;0;NWE;0;0;0;0;0;0;0;0;0;0;1;0;0;20;36;17;9;12.3;3100.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;14.0;1.0;1.0;21.0;21.0;21.0;0.0;2017.0;3.0;29.004;NOR;@;CAR;0;0;0;0;0;0;0;0;0;1;0;0;0;34;13;24;9;3.1;4100.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;44.0;2.0;4.0;10.5;5.25;21.0;4.0;2017.0;4.0;29.011;NOR;@;MIA;0;0;0;0;0;0;0;0;0;1;0;0;0;20;0;1;10;4.1;3400.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;18.0;0.0;1.0;0.0;0.0;0.0;0.0;2017.0;6.0;29.025;NOR;0;DET;0;0;0;0;0;0;0;0;0;1;0;0;0;52;38;15;10;0.0;3200.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;20.0;2.0;3.0;11.0;7.33;22.0;0.0;2017.0;7.0;29.032;NOR;@;GNB;0;0;0;0;0;0;0;0;0;1;0;0;0;26;17;22;10;4.2;3000.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;16.0;1.0;1.0;-1.0;-1.0;-1.0;0.0;2017.0;8.0;29.039;NOR;0;CHI;0;0;0;0;0;0;0;0;0;1;0;0;0;20;12;29;10;0.9;2900.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;22.0;2.0;2.0;23.0;23.0;46.0;0.0;2017.0;9.0;29.046;NOR;0;TAM;0;0;0;0;0;0;0;0;0;1;0;0;0;30;10;5;11;6.6;2700.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;17.0;0.0;1.0;0.0;0.0;0.0;0.0;2017.0;10.0;29.053;NOR;@;BUF;0;0;0;0;0;0;0;0;0;1;0;0;0;47;10;12;11;0.0;2600.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;36.0;5.0;5.0;18.2;18.2;91.0;0.0;2017.0;11.0;29.06;NOR;0;WAS;0;0;0;0;0;0;0;0;0;1;0;0;0;34;31;19;11;14.1;2500.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;18.0;1.0;2.0;8.0;4.0;8.0;0.0;2017.0;12.0;29.067;NOR;@;LAR;0;1;0;0;0;0;0;0;0;0;1;0;0;20;26;26;11;1.8;2700.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017.0;13.0;0.0;NOR;0;CAR;1;0;0;0;0;0;0;0;0;1;0;0;0;31;21;3;12;0.0;0.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017.0;14.0;0.0;NOR;@;ATL;1;0;0;0;0;0;0;0;0;0;1;0;0;17;20;7;12;0.0;0.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017.0;15.0;0.0;NOR;0;NYJ;1;0;0;0;0;0;0;0;0;1;0;0;0;31;19;17;12;0.0;0.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017.0;16.0;0.0;NOR;0;ATL;1;0;0;0;0;0;0;0;0;1;0;0;0;23;13;24;12;0.0;0.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Fleener, Coby;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017.0;17.0;0.0;NOR;@;TAM;1;0;0;0;0;0;0;0;0;0;1;0;0;24;31;31;12;0.0;0.0;0;0;0;5384;336.5;3597;224.8;1787;111.7;326;20.4;6259;391.2;4189;261.8;2070;129.4;448;28.0
Clay, Charles;62.0;5.0;6.0;10.8;9.0;54.0;5.0;2013.0;1.0;24.207;MIA;@;CLE;0;1;0;0;0;0;0;0;0;1;0;0;0;23;10;8;9;0.0;0.0;0;0;0;5750;359.4;3752;234.5;1998;124.9;335;20.9;5007;312.9;3567;222.9;1440;90.0;317;19.8
Clay, Charles;53.0;5.0;7.0;21.8;15.57;109.0;1.0;2013.0;2.0;24.214;MIA;@;IND;0;1;0;0;0;0;0;0;0;1;0;0;0;24;20;15;9;0.0;0.0;0;0;0;5750;359.4;3752;234.5;1998;124.9;335;20.9;5007;312.9;3567;222.9;1440;90.0;317;19.8
Clay, Charles;46.0;4.0;6.0;10.0;6.67;40.0;2.0;2013.0;3.0;24.221;MIA;0;ATL;0;1;0;0;0;0;0;0;0;1;0;0;0;27;23;22;9;0.0;0.0;0;0;0;5750;359.4;3752;234.5;1998;124.9;335;20.9;5007;312.9;3567;222.9;1440;90.0;317;19.8
