Pos;1;2;3;4;5;Team;Month;Year
RWR;Toney, Kadarius;Ross Iii,;0;0;0;NYG;1;2022
LWR;Watkins, Quez;Ward Jr.,;0;0;0;PHI;1;2022
RWR;Reagor, Jalen;Arcega-whiteside, Jj;0;0;0;PHI;1;2022
SWR;Smith, Devonta;Arcega-whiteside, Jj;0;0;0;PHI;1;2022
LWR;Mclaurin, Terry;Brown, Dyami;Gandy-golden, Antonio;0;0;WAS;1;2022
RWR;Humphries, Adam;Carter, Deandre;Milne, Dax;0;0;WAS;1;2022
SWR;Sims, Cam;Samuel, Curtis;0;0;0;WAS;1;2022
LWR;Watkins, Sammy;Bateman, Rashod;Proche Ii,;Victor, Binjimen;0;BAL;1;2022
RWR;Brown, Marquise;Duvernay, Devin;Boykin, Miles;Wallace, Tylan;0;BAL;1;2022
LWR;Chase, Ja'marr;Irwin, Trenton;0;0;0;CIN;1;2022
RWR;Boyd, Tyler;Morgan Jr.,;0;0;0;CIN;1;2022
SWR;Higgins, Tee;Thomas, Mike;0;0;0;CIN;1;2022
LWR;Landry, Jarvis;Schwartz, Anthony;Bradley, Ja'marcus;0;0;CLE;1;2022
RWR;Peoples-jones, Donovan;Higgins, Rashard;0;0;0;CLE;1;2022
LWR;Mccloud, Ray-ray;White, Cody;0;0;0;PIT;1;2022
RWR;Claypool, Chase;White, Cody;0;0;0;PIT;1;2022
SWR;Johnson, Diontae;Washington, James;0;0;0;PIT;1;2022
LWR;Robinson, Allen;Byrd, Damiere;0;0;0;CHI;1;2022
RWR;Mooney, Darnell;Byrd, Damiere;0;0;0;CHI;1;2022
SWR;Goodwin, Marquise;Grant, Jakeem;0;0;0;CHI;1;2022
LWR;Reynolds, Josh;Hodge, Khadarel;0;0;0;DET;1;2022
RWR;Raymond, Kalif;Benson, Trinity;0;0;0;DET;1;2022
SWR;St. Brown,;Kennedy, Tom;0;0;0;DET;1;2022
LWR;Adams, Davante;Lazard, Allen;Winfree, Juwann;0;0;GB;1;2022
RWR;Valdes-scantling, Marquez;Rodgers, Amari;St. Brown,;0;0;GB;1;2022
LWR;Jefferson, Justin;Smith-marsette, Ihmir;0;0;0;MIN;1;2022
RWR;Osborn, Kj;Chisena, Dan;0;0;0;MIN;1;2022
SWR;Westbrook, Dede;0;0;0;0;MIN;1;2022
LWR;Cooks, Brandin;Conley, Chris;Amendola, Danny;0;0;HOU;1;2022
RWR;Collins, Nico;Moore, Chris;0;0;0;HOU;1;2022
LWR;Hilton, Ty;Pascal, Zach;Strachan, Mike;0;0;IND;1;2022
RWR;Pittman Jr.,;Dulin, Ashton;Patmon, Dezmon;0;0;IND;1;2022
RWR;Treadwell, Laquon;Mickens, Jaydon;0;0;0;JAX;1;2022
LWR;Jones, Marvin;Austin, Tavon;0;0;0;JAX;1;2022
SWR;Shenault Jr.,;0;0;0;0;JAX;1;2022
LWR;Jones, Julio;Fitzpatrick, Dez;0;0;0;TEN;1;2022
RWR;Brown, Aj;Westbrook-ikhine, Nick;0;0;0;TEN;1;2022
SWR;Rogers, Chester;Mcmath, Racey;0;0;0;TEN;1;2022
LWR;Sharpe, Tajae;Blake, Christian;0;0;0;ATL;1;2022
RWR;Gage, Russell;Zaccheaus, Olamide;Darby, Frank;0;0;ATL;1;2022
LWR;Moore, Dj;Marshall Jr.,;Smith, Shi;0;0;CAR;1;2022
RWR;Anderson, Robby;Erickson, Alex;Zylstra, Brandon;0;0;CAR;1;2022
LWR;Callaway, Marquez;Humphrey, Lil'jordan;Stills, Kenny;0;0;NO;1;2022
RWR;Smith, Tre'quan;Montgomery, Ty;Harris, Deonte;0;0;NO;1;2022
LWR;Evans, Mike;Darden, Jaelon;Miller, Scott;Watson, Justin;0;TB;1;2022
RWR;Johnson, Tyler;Brown, Antonio;Perriman, Breshad;0;0;TB;1;2022
LWR;Sutton, Courtland;Hinton, Kendall;Spencer, Diontae;Williams**, Seth;0;DEN;1;2022
RWR;Patrick, Tim;Jeudy, Jerry;Fulgham, Travis;0;0;DEN;1;2022
LWR;Jones, Zay;Jackson, Desean;0;0;0;LV;1;2022
RWR;Edwards, Bryan;Jackson, Desean;0;0;0;LV;1;2022
SWR;Renfrow, Hunter;Jackson, Desean;0;0;0;LV;1;2022
LWR;Guyton, Jalen;Palmer, Josh;0;0;0;LAC;1;2022
RWR;Williams, Mike;Roberts, Andre;0;0;0;LAC;1;2022
LWR;Green, Aj;Isabella, Andy;Dortch, Greg;0;0;ARZ;1;2022
RWR;Wesley, Antoine;Isabella, Andy;0;0;0;ARZ;1;2022
SWR;Kirk, Christian;Moore, Rondale;0;0;0;ARZ;1;2022
LWR;Aiyuk, Brandon;Jennings, Jauan;Cracraft, River;0;0;SF;1;2022
RWR;Samuel, Deebo;Sherfield, Trent;Benjamin, Travis;0;0;SF;1;2022
LWR;Metcalf, Dk;Hart, Penny;0;0;0;SEA;1;2022
RWR;Lockett, Tyler;Eskridge, D'wayne;0;0;0;SEA;1;2022
SWR;Swain, Freddie;Eskridge, D'wayne;0;0;0;SEA;1;2022
LWR;Kupp, Cooper;0;0;0;0;LAR;1;2022
RWR;Jefferson, Van;0;0;0;0;LAR;1;2022
SWR;Beckham Jr.,;Skowronek, Ben;0;0;0;LAR;1;2022
LWR;Sanders, Emmanuel;Davis, Gabriel;0;0;0;BUF;12;2021
RWR;Diggs, Stefon;Kumerow, Jake;Stevenson, Marquez;0;0;BUF;12;2021
SWR;Beasley, Cole;Mckenzie, Isaiah;0;0;0;BUF;12;2021
LWR;Waddle, Jaylen;Hollins, Mack;0;0;0;MIA;12;2021
RWR;Williams, Preston;Ford, Isaiah;0;0;0;MIA;12;2021
SWR;Wilson, Albert;Waddle, Jaylen;0;0;0;MIA;12;2021
LWR;Cooper, Amari;Brown, Noah;0;0;0;DAL;12;2021
RWR;Gallup, Michael;Wilson, Cedrick;Turner, Malik;0;0;DAL;12;2021
LWR;Golladay, Kenny;Slayton, Darius;Johnson, Collin;0;0;NYG;12;2021
RWR;Shepard, Sterling;Toney, Kadarius;Ross Iii,;0;0;NYG;12;2021
LWR;Watkins, Quez;Ward Jr.,;0;0;0;PHI;12;2021
RWR;Reagor, Jalen;Arcega-whiteside, Jj;0;0;0;PHI;12;2021
SWR;Smith, Devonta;Arcega-whiteside, Jj;0;0;0;PHI;12;2021
LWR;Mclaurin, Terry;Brown, Dyami;Gandy-golden, Antonio;0;0;WAS;12;2021
RWR;Humphries, Adam;Carter, Deandre;Milne, Dax;0;0;WAS;12;2021
SWR;Sims, Cam;Samuel, Curtis;0;0;0;WAS;12;2021
LWR;Bateman, Rashod;Watkins, Sammy;Proche Ii,;0;0;BAL;12;2021
RWR;Brown, Marquise;Duvernay, Devin;Boykin, Miles;Wallace, Tylan;0;BAL;12;2021
LWR;Chase, Ja'marr;Tate, Auden;0;0;0;CIN;12;2021
RWR;Boyd, Tyler;Morgan Jr.,;Irwin, Trenton;0;0;CIN;12;2021
SWR;Higgins, Tee;Thomas, Mike;0;0;0;CIN;12;2021
LWR;Landry, Jarvis;Schwartz, Anthony;0;0;0;CLE;12;2021
RWR;Peoples-jones, Donovan;Higgins, Rashard;Bradley, Ja'marcus;0;0;CLE;12;2021
LWR;Mccloud, Ray-ray;White, Cody;Miller**, Anthony;0;0;PIT;12;2021
RWR;Claypool, Chase;White, Cody;0;0;0;PIT;12;2021
SWR;Johnson, Diontae;Washington, James;0;0;0;PIT;12;2021
LWR;Robinson, Allen;Byrd, Damiere;0;0;0;CHI;12;2021
RWR;Mooney, Darnell;Byrd, Damiere;0;0;0;CHI;12;2021
SWR;Goodwin, Marquise;Grant, Jakeem;0;0;0;CHI;12;2021
LWR;Raymond, Kalif;Hodge, Khadarel;Reynolds, Josh;0;0;DET;12;2021
RWR;St. Brown,;Benson, Trinity;Kennedy, Tom;0;0;DET;12;2021
LWR;Adams, Davante;Lazard, Allen;Taylor, Malik;0;0;GB;12;2021
RWR;Valdes-scantling, Marquez;Cobb, Randall;Rodgers, Amari;St. Brown,;0;GB;12;2021
LWR;Jefferson, Justin;Osborn, Kj;Smith-marsette, Ihmir;0;0;MIN;12;2021
RWR;Thielen, Adam;Westbrook, Dede;Chisena, Dan;0;0;MIN;12;2021
LWR;Cooks, Brandin;Conley, Chris;Davis, Davion;0;0;HOU;12;2021
RWR;Collins, Nico;Amendola, Danny;Moore, Chris;0;0;HOU;12;2021
LWR;Strachan, Mike;Patmon, Dezmon;0;0;0;IND;12;2021
RWR;Pittman Jr.,;Dulin, Ashton;0;0;0;IND;12;2021
RWR;Treadwell, Laquon;Mickens, Jaydon;0;0;0;JAX;12;2021
LWR;Jones, Marvin;Austin, Tavon;0;0;0;JAX;12;2021
SWR;Shenault Jr.,;0;0;0;0;JAX;12;2021
LWR;Fitzpatrick, Dez;0;0;0;0;TEN;12;2021
RWR;Westbrook-ikhine, Nick;0;0;0;0;TEN;12;2021
SWR;Rogers, Chester;0;0;0;0;TEN;12;2021
LWR;Sharpe, Tajae;Blake, Christian;0;0;0;ATL;12;2021
RWR;Gage, Russell;Zaccheaus, Olamide;Darby, Frank;0;0;ATL;12;2021
LWR;Moore, Dj;Marshall Jr.,;Smith, Shi;0;0;CAR;12;2021
RWR;Anderson, Robby;Erickson, Alex;Zylstra, Brandon;0;0;CAR;12;2021
LWR;Callaway, Marquez;Humphrey, Lil'jordan;Stills, Kenny;0;0;NO;12;2021
RWR;Smith, Tre'quan;Harris, Deonte;Montgomery, Ty;0;0;NO;12;2021
LWR;Evans, Mike;Darden, Jaelon;Miller, Scott;0;0;TB;12;2021
RWR;Godwin, Chris;Johnson, Tyler;Brown, Antonio;0;0;TB;12;2021
LWR;Sutton, Courtland;Patrick, Tim;Spencer, Diontae;0;0;DEN;12;2021
RWR;Jeudy, Jerry;Hinton, Kendall;Cleveland, Tyrie;0;0;DEN;12;2021
LWR;Jones, Zay;Jackson, Desean;0;0;0;LV;12;2021
RWR;Edwards, Bryan;Stoner, Dillon;0;0;0;LV;12;2021
SWR;Renfrow, Hunter;Jackson, Desean;0;0;0;LV;12;2021
LWR;Allen, Keenan;Guyton, Jalen;Palmer, Josh;0;0;LAC;12;2021
RWR;Williams, Mike;Roberts, Andre;0;0;0;LAC;12;2021
LWR;Green, Aj;Isabella, Andy;0;0;0;ARZ;12;2021
RWR;Hopkins, Deandre;Wesley, Antoine;0;0;0;ARZ;12;2021
SWR;Kirk, Christian;Moore, Rondale;0;0;0;ARZ;12;2021
LWR;Aiyuk, Brandon;Jennings, Jauan;0;0;0;SF;12;2021
RWR;Samuel, Deebo;Sherfield, Trent;Benjamin, Travis;0;0;SF;12;2021
LWR;Metcalf, Dk;Hart, Penny;0;0;0;SEA;12;2021
RWR;Lockett, Tyler;Eskridge, D'wayne;0;0;0;SEA;12;2021
SWR;Swain, Freddie;Eskridge, D'wayne;0;0;0;SEA;12;2021
LWR;Kupp, Cooper;Koski, Jj;0;0;0;LAR;12;2021
RWR;Jefferson, Van;Koski, Jj;0;0;0;LAR;12;2021
SWR;Beckham Jr.,;Skowronek, Ben;0;0;0;LAR;12;2021
LWR;Sanders, Emmanuel;Davis, Gabriel;0;0;0;BUF;11;2021
RWR;Diggs, Stefon;Kumerow, Jake;0;0;0;BUF;11;2021
SWR;Beasley, Cole;Mckenzie, Isaiah;0;0;0;BUF;11;2021
LWR;Parker, Devante;Ford, Isaiah;0;0;0;MIA;11;2021
RWR;Hollins, Mack;Williams, Preston;0;0;0;MIA;11;2021
SWR;Wilson, Albert;Waddle, Jaylen;0;0;0;MIA;11;2021
LWR;Cooper, Amari;Brown, Noah;0;0;0;DAL;11;2021
RWR;Wilson, Cedrick;Turner, Malik;0;0;0;DAL;11;2021
LWR;Golladay, Kenny;Slayton, Darius;Johnson, Collin;Ross Iii,;0;NYG;11;2021
RWR;Shepard, Sterling;Toney, Kadarius;Pettis, Dante;0;0;NYG;11;2021
LWR;Watkins, Quez;Ward Jr.,;0;0;0;PHI;11;2021
RWR;Reagor, Jalen;Arcega-whiteside, Jj;0;0;0;PHI;11;2021
SWR;Smith, Devonta;Arcega-whiteside, Jj;0;0;0;PHI;11;2021
LWR;Mclaurin, Terry;Brown, Dyami;Gandy-golden, Antonio;0;0;WAS;11;2021
RWR;Humphries, Adam;Carter, Deandre;Milne, Dax;0;0;WAS;11;2021
SWR;Sims, Cam;Samuel, Curtis;0;0;0;WAS;11;2021
LWR;Watkins, Sammy;Bateman, Rashod;Proche Ii,;Wallace, Tylan;0;BAL;11;2021
RWR;Brown, Marquise;Duvernay, Devin;Boykin, Miles;0;0;BAL;11;2021
LWR;Chase, Ja'marr;Tate, Auden;0;0;0;CIN;11;2021
RWR;Boyd, Tyler;Morgan Jr.,;Irwin, Trenton;0;0;CIN;11;2021
SWR;Higgins, Tee;Thomas, Mike;0;0;0;CIN;11;2021
LWR;Landry, Jarvis;Peoples-jones, Donovan;Schwartz, Anthony;0;0;CLE;11;2021
RWR;Beckham Jr.,;Higgins, Rashard;0;0;0;CLE;11;2021
LWR;Mccloud, Ray-ray;White, Cody;0;0;0;PIT;11;2021
RWR;Claypool, Chase;White, Cody;0;0;0;PIT;11;2021
SWR;Johnson, Diontae;Washington, James;0;0;0;PIT;11;2021
LWR;Robinson, Allen;Perriman, Breshad;0;0;0;CHI;11;2021
RWR;Mooney, Darnell;Byrd, Damiere;0;0;0;CHI;11;2021
SWR;Goodwin, Marquise;Grant, Jakeem;0;0;0;CHI;11;2021
LWR;Raymond, Kalif;Hodge, Khadarel;Kennedy, Tom;0;0;DET;11;2021
RWR;St. Brown,;Benson, Trinity;Allison, Geronimo;0;0;DET;11;2021
LWR;Adams, Davante;Lazard, Allen;Taylor, Malik;0;0;GB;11;2021
RWR;Cobb, Randall;Rodgers, Amari;St. Brown,;0;0;GB;11;2021
LWR;Jefferson, Justin;Osborn, Kj;Westbrook, Dede;0;0;MIN;11;2021
RWR;Thielen, Adam;Smith-marsette, Ihmir;Chisena, Dan;0;0;MIN;11;2021
LWR;Cooks, Brandin;Davis, Davion;Collins, Nico;0;0;HOU;11;2021
RWR;Conley, Chris;Amendola, Danny;Moore, Chris;0;0;HOU;11;2021
LWR;Strachan, Mike;0;0;0;0;IND;11;2021
RWR;Pittman Jr.,;Dulin, Ashton;0;0;0;IND;11;2021
RWR;Johnson, Tyron;0;0;0;0;JAX;11;2021
LWR;Jones, Marvin;Austin, Tavon;0;0;0;JAX;11;2021
SWR;Shenault Jr.,;Agnew, Jamal;0;0;0;JAX;11;2021
LWR;Jones, Julio;Johnson, Marcus;0;0;0;TEN;11;2021
RWR;Brown, Aj;Westbrook-ikhine, Nick;0;0;0;TEN;11;2021
SWR;Reynolds, Josh;Rogers, Chester;0;0;0;TEN;11;2021
LWR;Ridley, Calvin;Blake, Christian;0;0;0;ATL;11;2021
RWR;Gage, Russell;Zaccheaus, Olamide;Sharpe, Tajae;Darby, Frank;0;ATL;11;2021
LWR;Moore, Dj;Marshall Jr.,;Smith, Shi;0;0;CAR;11;2021
RWR;Anderson, Robby;Erickson, Alex;Kirkwood, Keith;0;0;CAR;11;2021
LWR;Callaway, Marquez;Humphrey, Lil'jordan;White, Kevin;0;0;NO;11;2021
RWR;Smith, Tre'quan;Harris, Deonte;Montgomery, Ty;Stills, Kenny;0;NO;11;2021
LWR;Evans, Mike;Darden, Jaelon;Grayson, Cyril;0;0;TB;11;2021
RWR;Godwin, Chris;Johnson, Tyler;Brown, Antonio;0;0;TB;11;2021
LWR;Sutton, Courtland;Patrick, Tim;Spencer, Diontae;0;0;DEN;11;2021
RWR;Jeudy, Jerry;Hinton, Kendall;Cleveland, Tyrie;0;0;DEN;11;2021
LWR;Ruggs Iii,;0;0;0;0;LV;11;2021
RWR;Edwards, Bryan;Jones, Zay;0;0;0;LV;11;2021
SWR;Renfrow, Hunter;0;0;0;0;LV;11;2021
LWR;Allen, Keenan;Guyton, Jalen;Palmer, Josh;0;0;LAC;11;2021
RWR;Williams, Mike;Roberts, Andre;0;0;0;LAC;11;2021
LWR;Green, Aj;Isabella, Andy;0;0;0;ARZ;11;2021
RWR;Hopkins, Deandre;Wesley, Antoine;0;0;0;ARZ;11;2021
SWR;Kirk, Christian;Moore, Rondale;0;0;0;ARZ;11;2021
LWR;Aiyuk, Brandon;Sanu, Mohamed;Jennings, Jauan;Matthews, Jordan;0;SF;11;2021
RWR;Samuel, Deebo;Sherfield, Trent;Benjamin, Travis;0;0;SF;11;2021
LWR;Metcalf, Dk;Swain, Freddie;Hart, Penny;0;0;SEA;11;2021
RWR;Lockett, Tyler;0;0;0;0;SEA;11;2021
LWR;Kupp, Cooper;0;0;0;0;LAR;11;2021
RWR;Jefferson, Van;Jackson, Desean;Atwell, Tutu;0;0;LAR;11;2021
SWR;Woods, Robert;Skowronek, Ben;0;0;0;LAR;11;2021
LWR;Sanders, Emmanuel;Davis, Gabriel;0;0;0;BUF;10;2021
RWR;Diggs, Stefon;Kumerow, Jake;0;0;0;BUF;10;2021
SWR;Beasley, Cole;Mckenzie, Isaiah;0;0;0;BUF;10;2021
LWR;Parker, Devante;Grant, Jakeem;Fuller, Will;0;0;MIA;10;2021
RWR;Hollins, Mack;Williams, Preston;0;0;0;MIA;10;2021
SWR;Wilson, Albert;Waddle, Jaylen;0;0;0;MIA;10;2021
LWR;Cooper, Amari;Brown, Noah;0;0;0;DAL;10;2021
RWR;Wilson, Cedrick;0;0;0;0;DAL;10;2021
LWR;Golladay, Kenny;Slayton, Darius;Johnson, Collin;0;0;NYG;10;2021
RWR;Shepard, Sterling;Toney, Kadarius;Board, Cj;0;0;NYG;10;2021
LWR;Ward Jr.,;Arcega-whiteside, Jj;0;0;0;PHI;10;2021
RWR;Reagor, Jalen;Watkins, Quez;0;0;0;PHI;10;2021
SWR;Smith, Devonta;0;0;0;0;PHI;10;2021
LWR;Mclaurin, Terry;Brown, Dyami;0;0;0;WAS;10;2021
RWR;Humphries, Adam;Carter, Deandre;Milne, Dax;0;0;WAS;10;2021
SWR;Sims, Cam;0;0;0;0;WAS;10;2021
LWR;Watkins, Sammy;Proche Ii,;0;0;0;BAL;10;2021
RWR;Brown, Marquise;Duvernay, Devin;Wallace, Tylan;0;0;BAL;10;2021
LWR;Chase, Ja'marr;Tate, Auden;Morgan Jr.,;0;0;CIN;10;2021
RWR;Boyd, Tyler;Irwin, Trenton;0;0;0;CIN;10;2021
SWR;Higgins, Tee;Thomas, Mike;0;0;0;CIN;10;2021
LWR;Peoples-jones, Donovan;Schwartz, Anthony;0;0;0;CLE;10;2021
RWR;Beckham Jr.,;Higgins, Rashard;0;0;0;CLE;10;2021
LWR;Smith-schuster, Juju;Mccloud, Ray-ray;0;0;0;PIT;10;2021
RWR;Claypool, Chase;0;0;0;0;PIT;10;2021
SWR;Johnson, Diontae;Washington, James;0;0;0;PIT;10;2021
LWR;Robinson, Allen;Perriman, Breshad;0;0;0;CHI;10;2021
RWR;Mooney, Darnell;Byrd, Damiere;0;0;0;CHI;10;2021
SWR;Goodwin, Marquise;Webster, Nsimba;0;0;0;CHI;10;2021
LWR;Raymond, Kalif;Kennedy, Tom;Benson, Trinity;Hodge, Khadarel;0;DET;10;2021
RWR;Cephus, Quintez;St. Brown,;0;0;0;DET;10;2021
LWR;Adams, Davante;Lazard, Allen;Taylor, Malik;0;0;GB;10;2021
RWR;Valdes-scantling, Marquez;Cobb, Randall;Rodgers, Amari;0;0;GB;10;2021
LWR;Jefferson, Justin;Osborn, Kj;Westbrook, Dede;0;0;MIN;10;2021
RWR;Thielen, Adam;Smith-marsette, Ihmir;0;0;0;MIN;10;2021
LWR;Cooks, Brandin;Miller, Anthony;Roberts, Andre;0;0;HOU;10;2021
RWR;Conley, Chris;Amendola, Danny;0;0;0;HOU;10;2021
LWR;Strachan, Mike;0;0;0;0;IND;10;2021
RWR;Pittman Jr.,;Dulin, Ashton;0;0;0;IND;10;2021
RWR;Chark, Dj;Johnson, Tyron;0;0;0;JAX;10;2021
LWR;Jones, Marvin;Austin, Tavon;0;0;0;JAX;10;2021
SWR;Shenault Jr.,;Agnew, Jamal;0;0;0;JAX;10;2021
LWR;Jones, Julio;Batson, Cameron;0;0;0;TEN;10;2021
RWR;Brown, Aj;Westbrook-ikhine, Nick;Mcmath, Racey;0;0;TEN;10;2021
SWR;Reynolds, Josh;Rogers, Chester;0;0;0;TEN;10;2021
LWR;Ridley, Calvin;Blake, Christian;0;0;0;ATL;10;2021
RWR;Gage, Russell;Zaccheaus, Olamide;Sharpe, Tajae;Darby, Frank;0;ATL;10;2021
LWR;Moore, Dj;Marshall Jr.,;Smith, Shi;0;0;CAR;10;2021
RWR;Anderson, Robby;Zylstra, Brandon;Erickson, Alex;0;0;CAR;10;2021
LWR;Callaway, Marquez;Humphrey, Lil'jordan;Hogan, Chris;0;0;NO;10;2021
RWR;Harris, Deonte;Montgomery, Ty;0;0;0;NO;10;2021
LWR;Evans, Mike;Darden, Jaelon;Mickens, Jaydon;0;0;TB;10;2021
RWR;Godwin, Chris;Johnson, Tyler;Brown, Antonio;0;0;TB;10;2021
LWR;Sutton, Courtland;Patrick, Tim;Spencer, Diontae;0;0;DEN;10;2021
RWR;Hinton, Kendall;Moore, David;0;0;0;DEN;10;2021
LWR;Ruggs Iii,;0;0;0;0;LV;10;2021
RWR;Edwards, Bryan;Jones, Zay;0;0;0;LV;10;2021
SWR;Renfrow, Hunter;Snead Iv,;0;0;0;LV;10;2021
LWR;Allen, Keenan;Guyton, Jalen;Hill, Kj;Palmer, Josh;0;LAC;10;2021
RWR;Williams, Mike;0;0;0;0;LAC;10;2021
LWR;Green, Aj;Isabella, Andy;0;0;0;ARZ;10;2021
RWR;Hopkins, Deandre;Wesley, Antoine;0;0;0;ARZ;10;2021
SWR;Kirk, Christian;Moore, Rondale;0;0;0;ARZ;10;2021
LWR;Aiyuk, Brandon;Sanu, Mohamed;Jennings, Jauan;0;0;SF;10;2021
RWR;Samuel, Deebo;Sherfield, Trent;0;0;0;SF;10;2021
LWR;Metcalf, Dk;Swain, Freddie;Hart, Penny;0;0;SEA;10;2021
RWR;Lockett, Tyler;Eskridge, D'wayne;0;0;0;SEA;10;2021
LWR;Kupp, Cooper;0;0;0;0;LAR;10;2021
RWR;Jefferson, Van;Jackson, Desean;Atwell, Tutu;0;0;LAR;10;2021
SWR;Woods, Robert;Skowronek, Ben;0;0;0;LAR;10;2021
LWR;Sanders, Emmanuel;Davis, Gabriel;0;0;0;BUF;9;2021
RWR;Diggs, Stefon;Kumerow, Jake;Stevenson, Marquez;0;0;BUF;9;2021
SWR;Beasley, Cole;Mckenzie, Isaiah;0;0;0;BUF;9;2021
LWR;Parker, Devante;Grant, Jakeem;0;0;0;MIA;9;2021
RWR;Hollins, Mack;Williams, Preston;0;0;0;MIA;9;2021
SWR;Wilson, Albert;Waddle, Jaylen;0;0;0;MIA;9;2021
LWR;Cooper, Amari;Brown, Noah;0;0;0;DAL;9;2021
RWR;Gallup, Michael;Wilson, Cedrick;0;0;0;DAL;9;2021
LWR;Golladay, Kenny;Slayton, Darius;Board, Cj;0;0;NYG;9;2021
RWR;Shepard, Sterling;Ross Iii,;Toney, Kadarius;Pettis, Dante;0;NYG;9;2021
LWR;Ward Jr.,;Arcega-whiteside, Jj;0;0;0;PHI;9;2021
RWR;Reagor, Jalen;Watkins, Quez;0;0;0;PHI;9;2021
SWR;Smith, Devonta;0;0;0;0;PHI;9;2021
LWR;Mclaurin, Terry;Brown, Dyami;0;0;0;WAS;9;2021
RWR;Humphries, Adam;Carter, Deandre;Milne, Dax;0;0;WAS;9;2021
SWR;Samuel, Curtis;Sims, Cam;0;0;0;WAS;9;2021
LWR;Watkins, Sammy;Boykin, Miles;Proche Ii,;0;0;BAL;9;2021
RWR;Brown, Marquise;Bateman, Rashod;Duvernay, Devin;Wallace, Tylan;0;BAL;9;2021
LWR;Chase, Ja'marr;Tate, Auden;Morgan Jr.,;0;0;CIN;9;2021
RWR;Boyd, Tyler;Irwin, Trenton;0;0;0;CIN;9;2021
SWR;Higgins, Tee;Thomas, Mike;0;0;0;CIN;9;2021
LWR;Landry, Jarvis;Peoples-jones, Donovan;0;0;0;CLE;9;2021
RWR;Beckham Jr.,;Higgins, Rashard;Schwartz, Anthony;0;0;CLE;9;2021
LWR;Smith-schuster, Juju;Mccloud, Ray-ray;0;0;0;PIT;9;2021
RWR;Claypool, Chase;0;0;0;0;PIT;9;2021
SWR;Johnson, Diontae;Washington, James;0;0;0;PIT;9;2021
LWR;Robinson, Allen;Adams, Rodney;0;0;0;CHI;9;2021
RWR;Mooney, Darnell;Byrd, Damiere;0;0;0;CHI;9;2021
SWR;Goodwin, Marquise;0;0;0;0;CHI;9;2021
LWR;Raymond, Kalif;Kennedy, Tom;Benson, Trinity;0;0;DET;9;2021
RWR;Williams, Tyrell;Cephus, Quintez;St. Brown,;0;0;DET;9;2021
LWR;Adams, Davante;Lazard, Allen;Taylor, Malik;0;0;GB;9;2021
RWR;Valdes-scantling, Marquez;Cobb, Randall;Rodgers, Amari;0;0;GB;9;2021
LWR;Jefferson, Justin;Osborn, Kj;Westbrook, Dede;Chisena, Dan;0;MIN;9;2021
RWR;Thielen, Adam;Smith-marsette, Ihmir;0;0;0;MIN;9;2021
LWR;Cooks, Brandin;Miller, Anthony;Collins, Nico;0;0;HOU;9;2021
RWR;Conley, Chris;Roberts, Andre;0;0;0;HOU;9;2021
LWR;Hilton, Ty;Strachan, Mike;0;0;0;IND;9;2021
RWR;Pittman Jr.,;Dulin, Ashton;Patmon, Dezmon;0;0;IND;9;2021
RWR;Chark, Dj;0;0;0;0;JAX;9;2021
LWR;Jones, Marvin;0;0;0;0;JAX;9;2021
SWR;Shenault Jr.,;Agnew, Jamal;Austin, Tavon;0;0;JAX;9;2021
LWR;Jones, Julio;Johnson, Marcus;Batson, Cameron;0;0;TEN;9;2021
RWR;Brown, Aj;Westbrook-ikhine, Nick;Mcmath, Racey;0;0;TEN;9;2021
SWR;Reynolds, Josh;Rogers, Chester;0;0;0;TEN;9;2021
LWR;Ridley, Calvin;Blake, Christian;0;0;0;ATL;9;2021
RWR;Gage, Russell;Zaccheaus, Olamide;Sharpe, Tajae;Darby, Frank;0;ATL;9;2021
LWR;Moore, Dj;Marshall Jr.,;Smith, Shi;0;0;CAR;9;2021
RWR;Anderson, Robby;Moore, David;Zylstra, Brandon;0;0;CAR;9;2021
LWR;Callaway, Marquez;Humphrey, Lil'jordan;0;0;0;NO;9;2021
RWR;Smith, Tre'quan;Harris, Deonte;Montgomery, Ty;0;0;NO;9;2021
LWR;Evans, Mike;Miller, Scott;0;0;0;TB;9;2021
RWR;Godwin, Chris;Brown, Antonio;Johnson, Tyler;Darden, Jaelon;0;TB;9;2021
LWR;Sutton, Courtland;Patrick, Tim;Spencer, Diontae;0;0;DEN;9;2021
RWR;Jeudy, Jerry;Hamler, Kj;0;0;0;DEN;9;2021
LWR;Ruggs Iii,;0;0;0;0;LV;9;2021
RWR;Edwards, Bryan;Jones, Zay;0;0;0;LV;9;2021
SWR;Renfrow, Hunter;Snead Iv,;0;0;0;LV;9;2021
LWR;Allen, Keenan;Guyton, Jalen;Hill, Kj;Palmer, Josh;0;LAC;9;2021
RWR;Williams, Mike;0;0;0;0;LAC;9;2021
LWR;Green, Aj;Isabella, Andy;0;0;0;ARZ;9;2021
RWR;Hopkins, Deandre;Wesley, Antoine;0;0;0;ARZ;9;2021
SWR;Kirk, Christian;Moore, Rondale;0;0;0;ARZ;9;2021
LWR;Aiyuk, Brandon;Sherfield, Trent;0;0;0;SF;9;2021
RWR;Samuel, Deebo;Sanu, Mohamed;Hurd, Jalen;Jennings, Jauan;0;SF;9;2021
LWR;Metcalf, Dk;0;0;0;0;SEA;9;2021
