Pos;1;2;3;4;5;Team;Month;Year
RWR;Enunwa, Quincy;Peake, Charone;Jones, Jj;Yancey, Deangelo;0;NYJ;3;2019
LWR;Gallup, Michael;Hurns, Allen;Lenoir, Lance;Wilson, Cedrick;Smith, Devin;DAL;3;2019
RWR;Cooper, Amari;Williams, Terrance;Brown, Noah;Davis, Reggie;0;DAL;3;2019
SWR;Beasley, Cole;Austin, Tavon;0;0;0;DAL;3;2019
LWR;Beckham Jr.,;Shepard, Russell;Fowler, Bennie;Latimer, Cody;Davis, Jawill;NYG;3;2019
RWR;Shepard, Sterling;Coleman, Corey;Russell, Alonzo;Henderson, Quadree;Golden, Brittan;NYG;3;2019
LWR;Jeffery, Alshon;Hollins, Mack;Gibson, Shelton;Miller, Braxton;Michel, Marken;PHI;3;2019
RWR;Tate, Golden;Wallace, Mike;Holton, Johnny;Agudosi, Carlton;Miller, Dorren;PHI;3;2019
SWR;Agholor, Nelson;Matthews, Jordan;0;0;0;PHI;3;2019
LWR;Doctson, Josh;Chesson, Jehu;Quinn, Trey;Sims, Cam;0;WAS;3;2019
RWR;Crowder, Jamison;Kidsy, Darvin;Harris, Maurice;Mcbride, Tre;0;WAS;3;2019
SWR;Richardson, Paul;Floyd, Michael;Davis, Robert;0;0;WAS;3;2019
LWR;Snead, Willie;Moore, Chris;Scott, Jaleel;0;0;BAL;3;2019
RWR;Lasley, Jordan;Adeboyejo, Quincy;0;0;0;BAL;3;2019
SWR;Brown, John;0;0;0;0;BAL;3;2019
LWR;Green, Aj;Malone, Josh;Core, Cody;Tate, Auden;Boehringer, Moritz;CIN;3;2019
RWR;Boyd, Tyler;Erickson, Alex;Ross, John;Sharp, Hunter;Whitfield, Kermit;CIN;3;2019
LWR;Landry, Jarvis;Higgins, Rashard;Willies, Derrick;Louis, Ricardo;Jackson, Blake;CLE;3;2019
RWR;Callaway, Antonio;Perriman, Breshad;Ratley, Damion;Streater, Rod;Strong, Jaelen;CLE;3;2019
LWR;Brown, Antonio;Hunter, Justin;Switzer, Ryan;Griffey, Trey;Spencer, Diontae;PIT;3;2019
RWR;Smith-schuster, Juju;Washington, James;Heyward-bey, Darrius;White, Ka'raun;Jones, Tevin;PIT;3;2019
LWR;Robinson, Allen;White, Kevin;Wims, Javon;Gentry, Tanner;Williams-lambert, Jordan;CHI;3;2019
RWR;Gabriel, Taylor;Miller, Anthony;Bellamy, Josh;Grayson, Cyril;0;CHI;3;2019
LWR;Golladay, Kenny;Powell, Brandon;Lacy, Chris;Alexander, Deontez;0;DET;3;2019
RWR;Jones, Marvin;Jones, Tj;Jones, Andy;Reilly, Brandon;0;DET;3;2019
LWR;Cobb, Randall;St. Brown,;Lazard, Allen;Redding, Teo;0;GB;3;2019
RWR;Adams, Davante;Davis, Trevor;Moore, J'mon;0;0;GB;3;2019
LWR;Thielen, Adam;Treadwell, Laquon;Robinson, Aldrick;Badet, Jeff;0;MIN;3;2019
RWR;Diggs, Stefon;Beebe, Chad;Zylstra, Brandon;0;0;MIN;3;2019
LWR;Hopkins, Deandre;Carter, Deandre;Whitney, Isaac;0;0;HOU;3;2019
RWR;Smith, Vyncint;Weah, Jester;0;0;0;HOU;3;2019
LWR;Hilton, Ty;Rogers, Chester;Fountain, Daurice;Cain, Deon;Wright, James;IND;3;2019
LWR;0;0;0;0;Veasy, Jordan;IND;3;2019
RWR;Inman, Dontrelle;Grant, Ryan;Pascal, Zach;Johnson, Marcus;Ishmael, Steve;IND;3;2019
RWR;0;0;0;0;Hogan, Krishawn;IND;3;2019
LWR;Westbrook, Dede;Chark, Dj;Greene, Rashad;Mickens, Jaydon;0;JAX;3;2019
RWR;Lee, Marqise;Moncrief, Donte;Cole, Keelan;Board, Cj;0;JAX;3;2019
LWR;Sharpe, Tajae;Jennings, Darius;Batson, Cameron;Ross, Devin;0;TEN;3;2019
RWR;Davis, Corey;Taylor, Taywan;Lewis, Roger;Raymond, Kalif;0;TEN;3;2019
LWR;Jones, Julio;Hardy, Justin;Hall, Marvin;Blake, Christian;0;ATL;3;2019
RWR;Sanu, Mohamed;Ridley, Calvin;Gage, Russell;Gray, Devin;0;ATL;3;2019
LWR;Moore, Dj;Smith, Torrey;Samuel, Curtis;White, Deandrew;0;CAR;3;2019
RWR;Funchess, Devin;Wright, Jarius;Byrd, Damiere;Frazier, Mose;Levrone, Andre;CAR;3;2019
LWR;Thomas, Michael;Kirkwood, Keith;Lewis, Tommylee;Cobbs Jr.,;0;NO;3;2019
RWR;Smith, Tre'quan;Ginn, Ted;Bryant, Dez;0;0;NO;3;2019
SWR;Carr, Austin;Meredith, Cameron;Dural, Travin;0;0;NO;3;2019
LWR;Godwin, Chris;Jackson, Desean;Wilson, Bobo;Brent, Kj;0;TB;3;2019
RWR;Evans, Mike;Watson, Justin;Bailey, Sergio;0;0;TB;3;2019
LWR;Sutton, Courtland;Taylor, Jordan;Cracraft, River;Hansen, Chad;Burbridge, Aaron;DEN;3;2019
RWR;Sanders, Emmanuel;Hamilton, Daesean;Patrick, Tim;Brown, Fred;0;DEN;3;2019
LWR;Hill, Tyreek;Robinson, Demarcus;Dieter, Gehrig;Thomas, De'anthony;Crockett, Josh;KC;3;2019
LWR;0;0;0;0;Grayson, Davon;KC;3;2019
RWR;Watkins, Sammy;Conley, Chris;Coates, Sammie;Kemp, Marcus;Benjamin, Kelvin;KC;3;2019
RWR;0;0;0;0;Pringle, Byron;KC;3;2019
LWR;Nelson, Jordy;Roberts, Seth;Lafell, Brandon;Hatcher, Keon;0;LV;3;2019
RWR;Ateman, Marcell;Harris, Dwayne;Davis, Rashard;Blacknall, Saeed;0;LV;3;2019
LWR;Allen, Keenan;Williams, Mike;Davis, Geremy;Patton, Andre;Liggins, Justice;LAC;3;2019
RWR;Williams, Tyrell;Benjamin, Travis;Cantrell, Dylan;Scott, Artavis;0;LAC;3;2019
LWR;Fitzgerald, Larry;Sherfield, Trent;Tolliver, Jalen;Mitchell, Bryant;0;ARZ;3;2019
RWR;Williams, Chad;Nelson, Jj;Cooper, Pharoh;Dupre, Malachi;0;ARZ;3;2019
SWR;Kirk, Christian;0;0;0;0;ARZ;3;2019
LWR;Garcon, Pierre;Pettis, Dante;Bourne, Kendrick;Dunbar, Steven;Smallwood, Jordan;SF;3;2019
RWR;Goodwin, Marquise;Taylor, Trent;James, Richie;Mccaffrey, Maxwell;Lucas, Marcus;SF;3;2019
LWR;Baldwin, Doug;Moore, David;Turner, Malik;Reynolds, Keenan;0;SEA;3;2019
RWR;Lockett, Tyler;Brown, Jaron;Darboh, Amara;Scott, Caleb;0;SEA;3;2019
LWR;Kupp, Cooper;Hodge, Khadarel;Thomas, Mike;0;0;LAR;3;2019
RWR;Woods, Robert;Reynolds, Josh;0;0;0;LAR;3;2019
SWR;Cooks, Brandin;Natson, Jojo;Proehl, Austin;0;0;LAR;3;2019
LWR;Foster, Robert;Mckenzie, Isaiah;Mccloud, Ray-ray;Bolden Jr.,;0;BUF;2;2019
RWR;Jones, Zay;Thompson, Deonte;Scott, Da'mari;0;0;BUF;2;2019
LWR;Parker, Devante;Ford, Isaiah;0;0;0;MIA;2;2019
RWR;Stills, Kenny;Carroo, Leonte;0;0;0;MIA;2;2019
SWR;Amendola, Danny;Butler, Brice;0;0;0;MIA;2;2019
LWR;Hogan, Chris;Patterson, Cordarrelle;0;0;0;NE;2;2019
RWR;Dorsett, Phillip;Slater, Matthew;0;0;0;NE;2;2019
SWR;Edelman, Julian;0;0;0;0;NE;2;2019
LWR;Anderson, Robby;Burnett, Deontay;0;0;0;NYJ;2;2019
RWR;Peake, Charone;Jones, Jj;0;0;0;NYJ;2;2019
LWR;Gallup, Michael;Lenoir, Lance;0;0;0;DAL;2;2019
RWR;Cooper, Amari;Brown, Noah;0;0;0;DAL;2;2019
SWR;Beasley, Cole;Austin, Tavon;0;0;0;DAL;2;2019
LWR;Beckham Jr.,;Shepard, Russell;Fowler, Bennie;Latimer, Cody;0;NYG;2;2019
RWR;Shepard, Sterling;Coleman, Corey;Russell, Alonzo;0;0;NYG;2;2019
LWR;Jeffery, Alshon;Gibson, Shelton;0;0;0;PHI;2;2019
RWR;Tate, Golden;Wallace, Mike;0;0;0;PHI;2;2019
SWR;Agholor, Nelson;Matthews, Jordan;0;0;0;PHI;2;2019
LWR;Doctson, Josh;Chesson, Jehu;0;0;0;WAS;2;2019
RWR;Crowder, Jamison;Kidsy, Darvin;0;0;0;WAS;2;2019
SWR;Floyd, Michael;0;0;0;0;WAS;2;2019
LWR;Snead, Willie;Moore, Chris;0;0;0;BAL;2;2019
RWR;Crabtree, Michael;Lasley, Jordan;0;0;0;BAL;2;2019
SWR;Brown, John;0;0;0;0;BAL;2;2019
LWR;Malone, Josh;Core, Cody;Tate, Auden;0;0;CIN;2;2019
RWR;Erickson, Alex;Ross, John;Sharp, Hunter;0;0;CIN;2;2019
LWR;Landry, Jarvis;Higgins, Rashard;Jackson, Blake;0;0;CLE;2;2019
RWR;Callaway, Antonio;Perriman, Breshad;Ratley, Damion;0;0;CLE;2;2019
LWR;Brown, Antonio;Switzer, Ryan;0;0;0;PIT;2;2019
RWR;Smith-schuster, Juju;Washington, James;Heyward-bey, Darrius;0;0;PIT;2;2019
LWR;Robinson, Allen;White, Kevin;Wims, Javon;0;0;CHI;2;2019
RWR;Gabriel, Taylor;Miller, Anthony;Bellamy, Josh;0;0;CHI;2;2019
LWR;Golladay, Kenny;Powell, Brandon;Lacy, Chris;0;0;DET;2;2019
RWR;Jones, Tj;Jones, Andy;0;0;0;DET;2;2019
SWR;Riddick, Theo;0;0;0;0;DET;2;2019
LWR;Cobb, Randall;St. Brown,;Lazard, Allen;0;0;GB;2;2019
RWR;Adams, Davante;Moore, J'mon;0;0;0;GB;2;2019
LWR;Thielen, Adam;Treadwell, Laquon;Robinson, Aldrick;0;0;MIN;2;2019
RWR;Diggs, Stefon;Beebe, Chad;Zylstra, Brandon;0;0;MIN;2;2019
LWR;Hopkins, Deandre;0;0;0;0;HOU;2;2019
RWR;Coutee, Keke;Carter, Deandre;0;0;0;HOU;2;2019
LWR;Hilton, Ty;Rogers, Chester;Fountain, Daurice;0;0;IND;2;2019
RWR;Inman, Dontrelle;Grant, Ryan;Pascal, Zach;0;0;IND;2;2019
LWR;Westbrook, Dede;Chark, Dj;Greene, Rashad;0;0;JAX;2;2019
RWR;Moncrief, Donte;Cole, Keelan;0;0;0;JAX;2;2019
LWR;Sharpe, Tajae;Jennings, Darius;Batson, Cameron;0;0;TEN;2;2019
RWR;Davis, Corey;Taylor, Taywan;0;0;0;TEN;2;2019
LWR;Jones, Julio;Hardy, Justin;Hall, Marvin;0;0;ATL;2;2019
RWR;Sanu, Mohamed;Ridley, Calvin;Gage, Russell;0;0;ATL;2;2019
LWR;Moore, Dj;Smith, Torrey;Samuel, Curtis;0;0;CAR;2;2019
RWR;Funchess, Devin;Wright, Jarius;Frazier, Mose;0;0;CAR;2;2019
LWR;Thomas, Michael;Kirkwood, Keith;Lewis, Tommylee;0;0;NO;2;2019
RWR;Smith, Tre'quan;Ginn, Ted;0;0;0;NO;2;2019
SWR;Carr, Austin;0;0;0;0;NO;2;2019
LWR;Godwin, Chris;Jackson, Desean;Wilson, Bobo;0;0;TB;2;2019
RWR;Evans, Mike;Watson, Justin;0;0;0;TB;2;2019
LWR;Sutton, Courtland;Cracraft, River;Cracraft, River;0;0;DEN;2;2019
RWR;Hamilton, Daesean;Patrick, Tim;0;0;0;DEN;2;2019
LWR;Hill, Tyreek;Robinson, Demarcus;Dieter, Gehrig;0;0;KC;2;2019
RWR;Watkins, Sammy;Conley, Chris;Kemp, Marcus;Benjamin, Kelvin;0;KC;2;2019
LWR;Nelson, Jordy;Roberts, Seth;Hatcher, Keon;0;0;LV;2;2019
RWR;Ateman, Marcell;Harris, Dwayne;0;0;0;LV;2;2019
LWR;Allen, Keenan;Williams, Mike;Davis, Geremy;0;0;LAC;2;2019
RWR;Williams, Tyrell;Benjamin, Travis;Cantrell, Dylan;0;0;LAC;2;2019
LWR;Fitzgerald, Larry;Sherfield, Trent;Tolliver, Jalen;0;0;ARZ;2;2019
RWR;Williams, Chad;Nelson, Jj;Cooper, Pharoh;Dupre, Malachi;0;ARZ;2;2019
LWR;Pettis, Dante;Bourne, Kendrick;Dunbar, Steven;Mccaffrey, Maxwell;0;SF;2;2019
RWR;Goodwin, Marquise;Taylor, Trent;James, Richie;0;0;SF;2;2019
LWR;Baldwin, Doug;Moore, David;Turner, Malik;0;0;SEA;2;2019
RWR;Lockett, Tyler;Brown, Jaron;0;0;0;SEA;2;2019
LWR;Hodge, Khadarel;0;0;0;0;LAR;2;2019
RWR;Woods, Robert;Reynolds, Josh;0;0;0;LAR;2;2019
SWR;Cooks, Brandin;Natson, Jojo;0;0;0;LAR;2;2019
LWR;Foster, Robert;Mckenzie, Isaiah;Mccloud, Ray-ray;Bolden Jr.,;0;BUF;1;2019
RWR;Jones, Zay;Thompson, Deonte;Scott, Da'mari;0;0;BUF;1;2019
LWR;Parker, Devante;Ford, Isaiah;0;0;0;MIA;1;2019
RWR;Stills, Kenny;Carroo, Leonte;0;0;0;MIA;1;2019
SWR;Amendola, Danny;Butler, Brice;0;0;0;MIA;1;2019
LWR;Hogan, Chris;Patterson, Cordarrelle;0;0;0;NE;1;2019
RWR;Dorsett, Phillip;Slater, Matthew;0;0;0;NE;1;2019
SWR;Edelman, Julian;0;0;0;0;NE;1;2019
LWR;Anderson, Robby;Burnett, Deontay;0;0;0;NYJ;1;2019
RWR;Peake, Charone;Jones, Jj;0;0;0;NYJ;1;2019
LWR;Gallup, Michael;Hurns, Allen;0;0;0;DAL;1;2019
RWR;Cooper, Amari;Brown, Noah;0;0;0;DAL;1;2019
SWR;Beasley, Cole;Austin, Tavon;0;0;0;DAL;1;2019
LWR;Beckham Jr.,;Shepard, Russell;Fowler, Bennie;Latimer, Cody;0;NYG;1;2019
RWR;Shepard, Sterling;Coleman, Corey;Russell, Alonzo;0;0;NYG;1;2019
LWR;Jeffery, Alshon;Gibson, Shelton;0;0;0;PHI;1;2019
RWR;Tate, Golden;Wallace, Mike;0;0;0;PHI;1;2019
SWR;Agholor, Nelson;Matthews, Jordan;0;0;0;PHI;1;2019
LWR;Doctson, Josh;Chesson, Jehu;0;0;0;WAS;1;2019
RWR;Crowder, Jamison;Kidsy, Darvin;0;0;0;WAS;1;2019
SWR;Floyd, Michael;0;0;0;0;WAS;1;2019
LWR;Snead, Willie;Moore, Chris;0;0;0;BAL;1;2019
RWR;Crabtree, Michael;Lasley, Jordan;0;0;0;BAL;1;2019
SWR;Brown, John;0;0;0;0;BAL;1;2019
LWR;Malone, Josh;Core, Cody;Tate, Auden;0;0;CIN;1;2019
RWR;Erickson, Alex;Ross, John;Sharp, Hunter;0;0;CIN;1;2019
LWR;Landry, Jarvis;Higgins, Rashard;Jackson, Blake;0;0;CLE;1;2019
RWR;Callaway, Antonio;Perriman, Breshad;Ratley, Damion;0;0;CLE;1;2019
LWR;Brown, Antonio;Switzer, Ryan;0;0;0;PIT;1;2019
RWR;Smith-schuster, Juju;Washington, James;Heyward-bey, Darrius;0;0;PIT;1;2019
LWR;Robinson, Allen;White, Kevin;Wims, Javon;0;0;CHI;1;2019
RWR;Gabriel, Taylor;Miller, Anthony;Bellamy, Josh;0;0;CHI;1;2019
LWR;Golladay, Kenny;Powell, Brandon;Lacy, Chris;0;0;DET;1;2019
RWR;Jones, Tj;Jones, Andy;0;0;0;DET;1;2019
SWR;Riddick, Theo;0;0;0;0;DET;1;2019
LWR;Cobb, Randall;St. Brown,;Lazard, Allen;0;0;GB;1;2019
RWR;Adams, Davante;Moore, J'mon;0;0;0;GB;1;2019
LWR;Thielen, Adam;Treadwell, Laquon;Robinson, Aldrick;0;0;MIN;1;2019
RWR;Diggs, Stefon;Beebe, Chad;Zylstra, Brandon;0;0;MIN;1;2019
LWR;Hopkins, Deandre;0;0;0;0;HOU;1;2019
RWR;Coutee, Keke;Carter, Deandre;0;0;0;HOU;1;2019
LWR;Hilton, Ty;Rogers, Chester;Fountain, Daurice;0;0;IND;1;2019
RWR;Inman, Dontrelle;Grant, Ryan;Pascal, Zach;0;0;IND;1;2019
LWR;Westbrook, Dede;Chark, Dj;Greene, Rashad;0;0;JAX;1;2019
RWR;Moncrief, Donte;Cole, Keelan;0;0;0;JAX;1;2019
LWR;Sharpe, Tajae;Jennings, Darius;Batson, Cameron;0;0;TEN;1;2019
RWR;Davis, Corey;Taylor, Taywan;0;0;0;TEN;1;2019
LWR;Jones, Julio;Hardy, Justin;Hall, Marvin;0;0;ATL;1;2019
RWR;Sanu, Mohamed;Ridley, Calvin;Gage, Russell;0;0;ATL;1;2019
LWR;Moore, Dj;Smith, Torrey;Samuel, Curtis;0;0;CAR;1;2019
RWR;Funchess, Devin;Wright, Jarius;Frazier, Mose;0;0;CAR;1;2019
LWR;Thomas, Michael;Kirkwood, Keith;Lewis, Tommylee;0;0;NO;1;2019
RWR;Smith, Tre'quan;Cobbs Jr.,;Ginn, Ted;0;0;NO;1;2019
SWR;Carr, Austin;0;0;0;0;NO;1;2019
LWR;Godwin, Chris;Jackson, Desean;Wilson, Bobo;0;0;TB;1;2019
RWR;Evans, Mike;Watson, Justin;0;0;0;TB;1;2019
LWR;Sutton, Courtland;Cracraft, River;Cracraft, River;0;0;DEN;1;2019
RWR;Hamilton, Daesean;Patrick, Tim;0;0;0;DEN;1;2019
LWR;Hill, Tyreek;Robinson, Demarcus;Dieter, Gehrig;0;0;KC;1;2019
RWR;Watkins, Sammy;Conley, Chris;Kemp, Marcus;Benjamin, Kelvin;0;KC;1;2019
LWR;Nelson, Jordy;Roberts, Seth;Hatcher, Keon;0;0;LV;1;2019
RWR;Ateman, Marcell;Harris, Dwayne;0;0;0;LV;1;2019
LWR;Allen, Keenan;Williams, Mike;Davis, Geremy;0;0;LAC;1;2019
RWR;Williams, Tyrell;Benjamin, Travis;Cantrell, Dylan;0;0;LAC;1;2019
LWR;Fitzgerald, Larry;Sherfield, Trent;Tolliver, Jalen;0;0;ARZ;1;2019
RWR;Williams, Chad;Nelson, Jj;Cooper, Pharoh;Dupre, Malachi;0;ARZ;1;2019
LWR;Pettis, Dante;Bourne, Kendrick;Dunbar, Steven;Mccaffrey, Maxwell;0;SF;1;2019
RWR;Goodwin, Marquise;Taylor, Trent;James, Richie;0;0;SF;1;2019
LWR;Baldwin, Doug;Moore, David;Turner, Malik;0;0;SEA;1;2019
RWR;Lockett, Tyler;Brown, Jaron;0;0;0;SEA;1;2019
LWR;Hodge, Khadarel;0;0;0;0;LAR;1;2019
RWR;Woods, Robert;Reynolds, Josh;0;0;0;LAR;1;2019
SWR;Cooks, Brandin;Natson, Jojo;0;0;0;LAR;1;2019
LWR;Benjamin, Kelvin;Holmes, Andre;Mccloud, Ray-ray;Foster, Robert;0;BUF;12;2018
RWR;Jones, Zay;Mckenzie, Isaiah;Thompson, Deonte;0;0;BUF;12;2018
LWR;Parker, Devante;Ford, Isaiah;0;0;0;MIA;12;2018
RWR;Stills, Kenny;Carroo, Leonte;0;0;0;MIA;12;2018
SWR;Amendola, Danny;Butler, Brice;0;0;0;MIA;12;2018
LWR;Gordon, Josh;Hogan, Chris;Patterson, Cordarrelle;0;0;NE;12;2018
RWR;Dorsett, Phillip;Slater, Matthew;0;0;0;NE;12;2018
SWR;Edelman, Julian;0;0;0;0;NE;12;2018
LWR;Anderson, Robby;Burnett, Deontay;Matthews, Rishard;0;0;NYJ;12;2018
RWR;Enunwa, Quincy;Peake, Charone;0;0;0;NYJ;12;2018
LWR;Gallup, Michael;Hurns, Allen;0;0;0;DAL;12;2018
RWR;Cooper, Amari;Brown, Noah;0;0;0;DAL;12;2018
SWR;Beasley, Cole;Austin, Tavon;Lenoir, Lance;0;0;DAL;12;2018
LWR;Beckham Jr.,;Shepard, Russell;Fowler, Bennie;0;0;NYG;12;2018
RWR;Shepard, Sterling;Davis, Jawill;Coleman, Corey;0;0;NYG;12;2018
LWR;Jeffery, Alshon;Gibson, Shelton;0;0;0;PHI;12;2018
RWR;Matthews, Jordan;Tate, Golden;0;0;0;PHI;12;2018
SWR;Agholor, Nelson;Matthews, Jordan;0;0;0;PHI;12;2018
LWR;Doctson, Josh;Chesson, Jehu;0;0;0;WAS;12;2018
RWR;Crowder, Jamison;Harris, Maurice;0;0;0;WAS;12;2018
SWR;Harris, Maurice;Floyd, Michael;Quinn, Trey;0;0;WAS;12;2018
LWR;Snead, Willie;Moore, Chris;0;0;0;BAL;12;2018
RWR;Crabtree, Michael;Lasley, Jordan;0;0;0;BAL;12;2018
SWR;Brown, John;0;0;0;0;BAL;12;2018
LWR;Green, Aj;Malone, Josh;Core, Cody;Tate, Auden;0;CIN;12;2018
RWR;Boyd, Tyler;Erickson, Alex;Ross, John;0;0;CIN;12;2018
LWR;Landry, Jarvis;Higgins, Rashard;Perriman, Breshad;0;0;CLE;12;2018
RWR;Callaway, Antonio;Ratley, Damion;Scott, Da'mari;0;0;CLE;12;2018
LWR;Brown, Antonio;Hunter, Justin;Switzer, Ryan;0;0;PIT;12;2018
RWR;Smith-schuster, Juju;Washington, James;Heyward-bey, Darrius;0;0;PIT;12;2018
LWR;Robinson, Allen;White, Kevin;Wims, Javon;0;0;CHI;12;2018
RWR;Gabriel, Taylor;Miller, Anthony;Bellamy, Josh;0;0;CHI;12;2018
LWR;Golladay, Kenny;Powell, Brandon;Ellington, Bruce;0;0;DET;12;2018
RWR;Jones, Tj;Jones, Andy;0;0;0;DET;12;2018
SWR;Riddick, Theo;0;0;0;0;DET;12;2018
LWR;Adams, Davante;St. Brown,;0;0;0;GB;12;2018
RWR;Cobb, Randall;Moore, J'mon;0;0;0;GB;12;2018
LWR;Thielen, Adam;Treadwell, Laquon;Robinson, Aldrick;0;0;MIN;12;2018
RWR;Diggs, Stefon;Zylstra, Brandon;Beebe, Chad;0;0;MIN;12;2018
LWR;Hopkins, Deandre;Smith, Vyncint;0;0;0;HOU;12;2018
RWR;Thomas, Demaryius;Coutee, Keke;0;0;0;HOU;12;2018
LWR;Hilton, Ty;Rogers, Chester;0;0;0;IND;12;2018
RWR;Grant, Ryan;Pascal, Zach;Inman, Dontrelle;0;0;IND;12;2018
LWR;Cole, Keelan;Chark, Dj;Greene, Rashad;0;0;JAX;12;2018
RWR;Moncrief, Donte;Westbrook, Dede;0;0;0;JAX;12;2018
LWR;Sharpe, Tajae;Jennings, Darius;Batson, Cameron;0;0;TEN;12;2018
RWR;Davis, Corey;Taylor, Taywan;Jennings, Darius;0;0;TEN;12;2018
LWR;Jones, Julio;Hardy, Justin;Hall, Marvin;0;0;ATL;12;2018
RWR;Sanu, Mohamed;Ridley, Calvin;Gage, Russell;0;0;ATL;12;2018
LWR;Moore, Dj;Smith, Torrey;Samuel, Curtis;0;0;CAR;12;2018
RWR;Funchess, Devin;Wright, Jarius;0;0;0;CAR;12;2018
LWR;Thomas, Michael;Kirkwood, Keith;Lewis, Tommylee;0;0;NO;12;2018
RWR;Smith, Tre'quan;Marshall, Brandon;0;0;0;NO;12;2018
SWR;Carr, Austin;0;0;0;0;NO;12;2018
LWR;Jackson, Desean;Godwin, Chris;Wilson, Bobo;0;0;TB;12;2018
RWR;Evans, Mike;Humphries, Adam;Watson, Justin;0;0;TB;12;2018
LWR;Sutton, Courtland;Hamilton, Daesean;Cracraft, River;0;0;DEN;12;2018
RWR;Sanders, Emmanuel;Patrick, Tim;0;0;0;DEN;12;2018
LWR;Hill, Tyreek;Robinson, Demarcus;0;0;0;KC;12;2018
RWR;Conley, Chris;Kemp, Marcus;Dieter, Gehrig;0;0;KC;12;2018
SWR;Robinson, Demarcus;Watkins, Sammy;0;0;0;KC;12;2018
LWR;Nelson, Jordy;Roberts, Seth;Hatcher, Keon;0;0;LV;12;2018
RWR;Bryant, Martavis;Harris, Dwayne;Ateman, Marcell;0;0;LV;12;2018
LWR;Allen, Keenan;Williams, Mike;Davis, Geremy;0;0;LAC;12;2018
RWR;Williams, Tyrell;Benjamin, Travis;0;0;0;LAC;12;2018
LWR;Fitzgerald, Larry;Kirk, Christian;Sherfield, Trent;0;0;ARZ;12;2018
RWR;Williams, Chad;Nelson, Jj;0;0;0;ARZ;12;2018
LWR;Garcon, Pierre;Pettis, Dante;Bourne, Kendrick;0;0;SF;12;2018
RWR;Goodwin, Marquise;Taylor, Trent;James, Richie;0;0;SF;12;2018
LWR;Baldwin, Doug;Moore, David;Turner, Malik;0;0;SEA;12;2018
RWR;Lockett, Tyler;Brown, Jaron;Mckissic, Jd;0;0;SEA;12;2018
LWR;Cooper, Pharoh;Hodge, Khadarel;0;0;0;LAR;12;2018
RWR;Woods, Robert;Reynolds, Josh;0;0;0;LAR;12;2018
SWR;Cooks, Brandin;Natson, Jojo;0;0;0;LAR;12;2018
LWR;Benjamin, Kelvin;Holmes, Andre;Phillips, Cam;0;0;BUF;11;2018
RWR;Jones, Zay;Mccloud, Ray-ray;Pryor, Terrelle;0;0;BUF;11;2018
LWR;Stills, Kenny;Parker, Devante;0;0;0;MIA;11;2018
RWR;Grant, Jakeem;Carroo, Leonte;0;0;0;MIA;11;2018
SWR;Amendola, Danny;0;0;0;0;MIA;11;2018
LWR;Hogan, Chris;Patterson, Cordarrelle;Slater, Matthew;0;0;NE;11;2018
RWR;Dorsett, Phillip;Gordon, Josh;0;0;0;NE;11;2018
SWR;Edelman, Julian;0;0;0;0;NE;11;2018
LWR;Anderson, Robby;Burnett, Deontay;Matthews, Rishard;0;0;NYJ;11;2018
RWR;Enunwa, Quincy;Peake, Charone;0;0;0;NYJ;11;2018
LWR;Hurns, Allen;Gallup, Michael;0;0;0;DAL;11;2018
RWR;Cooper, Amari;Thompson, Deonte;0;0;0;DAL;11;2018
SWR;Beasley, Cole;Austin, Tavon;0;0;0;DAL;11;2018
LWR;Beckham Jr.,;Shepard, Russell;Fowler, Bennie;0;0;NYG;11;2018
RWR;Shepard, Sterling;Davis, Jawill;Coleman, Corey;0;0;NYG;11;2018
LWR;Jeffery, Alshon;Gibson, Shelton;0;0;0;PHI;11;2018
RWR;Matthews, Jordan;Tate, Golden;0;0;0;PHI;11;2018
SWR;Agholor, Nelson;Matthews, Jordan;Carter, Deandre;0;0;PHI;11;2018
LWR;Doctson, Josh;Harris, Maurice;0;0;0;WAS;11;2018
RWR;Crowder, Jamison;Chesson, Jehu;0;0;0;WAS;11;2018
SWR;Richardson, Paul;Quick, Brian;Floyd, Michael;0;0;WAS;11;2018
LWR;Snead, Willie;Moore, Chris;0;0;0;BAL;11;2018
RWR;Crabtree, Michael;Lasley, Jordan;0;0;0;BAL;11;2018
SWR;Brown, John;0;0;0;0;BAL;11;2018
LWR;Green, Aj;Malone, Josh;Core, Cody;0;0;CIN;11;2018
RWR;Boyd, Tyler;Erickson, Alex;Ross, John;0;0;CIN;11;2018
LWR;Landry, Jarvis;Ratley, Damion;Higgins, Rashard;0;0;CLE;11;2018
RWR;Callaway, Antonio;Perriman, Breshad;Scott, Da'mari;0;0;CLE;11;2018
LWR;Brown, Antonio;Hunter, Justin;Switzer, Ryan;0;0;PIT;11;2018
RWR;Smith-schuster, Juju;Washington, James;Heyward-bey, Darrius;0;0;PIT;11;2018
LWR;Robinson, Allen;White, Kevin;Wims, Javon;0;0;CHI;11;2018
RWR;Gabriel, Taylor;Miller, Anthony;Bellamy, Josh;0;0;CHI;11;2018
LWR;Golladay, Kenny;Powell, Brandon;0;0;0;DET;11;2018
RWR;Jones, Marvin;Jones, Tj;0;0;0;DET;11;2018
LWR;Adams, Davante;St. Brown,;0;0;0;GB;11;2018
RWR;Cobb, Randall;Moore, J'mon;0;0;0;GB;11;2018
LWR;Thielen, Adam;Treadwell, Laquon;0;0;0;MIN;11;2018
