,Def Interceptions_Int,Def Interceptions_PD,Def Interceptions_TD,Def Interceptions_Yds,Def. Snaps_Num,Def. Snaps_Pct,Fumbles_FF,Fumbles_FL,Fumbles_FR,Fumbles_Fmb,Fumbles_TD,Fumbles_Yds,Kick Returns_Rt,Kick Returns_TD,Kick Returns_Y/Rt,Kick Returns_Yds,Name_,Off. Snaps_Num,Off. Snaps_Pct,Passing_AY/A,Passing_Att,Passing_Cmp,Passing_Cmp%,Passing_Int,Passing_Rate,Passing_Sk,Passing_TD,Passing_Y/A,Passing_Yds,Passing_Yds.1,Pos_,Punt Returns_Ret,Punt Returns_TD,Punt Returns_Y/R,Punt Returns_Yds,Receiving_Ctch%,Receiving_Rec,Receiving_TD,Receiving_Tgt,Receiving_Y/R,Receiving_Y/Tgt,Receiving_Yds,Rushing_Att,Rushing_TD,Rushing_Y/A,Rushing_Yds,ST Snaps_Num,ST Snaps_Pct,Scoring_2PM,Scoring_Pts,Scoring_Sfty,Scoring_TD,Tackles_Ast,Tackles_Comb,Tackles_QBHits,Tackles_Solo,Tackles_TFL,Unnamed: 0_level_0_Rk,Unnamed: 10_level_0_GS,Unnamed: 10_level_0_Sk,Unnamed: 11_level_0_Sk,Unnamed: 14_level_0_Sk,Unnamed: 15_level_0_Sk,Unnamed: 15_level_0_Status,Unnamed: 17_level_0_Status,Unnamed: 18_level_0_Sk,Unnamed: 18_level_0_Status,Unnamed: 19_level_0_Sk,Unnamed: 19_level_0_Status,Unnamed: 1_level_0_Year,Unnamed: 20_level_0_Sk,Unnamed: 20_level_0_Status,Unnamed: 21_level_0_Sk,Unnamed: 21_level_0_Status,Unnamed: 22_level_0_Sk,Unnamed: 22_level_0_Status,Unnamed: 23_level_0_Status,Unnamed: 24_level_0_Sk,Unnamed: 24_level_0_Status,Unnamed: 25_level_0_Status,Unnamed: 26_level_0_Sk,Unnamed: 26_level_0_Status,Unnamed: 27_level_0_Status,Unnamed: 28_level_0_Sk,Unnamed: 28_level_0_Status,Unnamed: 29_level_0_Status,Unnamed: 2_level_0_Date,Unnamed: 30_level_0_Status,Unnamed: 31_level_0_Status,Unnamed: 32_level_0_Sk,Unnamed: 32_level_0_Status,Unnamed: 33_level_0_Status,Unnamed: 34_level_0_Status,Unnamed: 35_level_0_Status,Unnamed: 36_level_0_Status,Unnamed: 37_level_0_Status,Unnamed: 38_level_0_Status,Unnamed: 3_level_0_G#,Unnamed: 40_level_0_Status,Unnamed: 41_level_0_Status,Unnamed: 42_level_0_Status,Unnamed: 43_level_0_Sk,Unnamed: 43_level_0_Status,Unnamed: 44_level_0_Status,Unnamed: 45_level_0_Status,Unnamed: 46_level_0_Status,Unnamed: 47_level_0_Status,Unnamed: 4_level_0_Week,Unnamed: 50_level_0_Status,Unnamed: 56_level_0_Status,Unnamed: 5_level_0_Age,Unnamed: 61_level_0_Status,Unnamed: 6_level_0_Tm,Unnamed: 7_level_0_Unnamed: 7_level_1,Unnamed: 8_level_0_Opp,Unnamed: 9_level_0_Result
818,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,"Bersin, Brenton",Inactive,Inactive,,,,,,,,,,,,WR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,4.0,Inactive,,,,,,,,,,,2015.0,,,,,,,,,,,Inactive,,,,,,2016-01-24,,,,,,,,,,,,,,,,,Inactive,,,,20.0,,,,,CAR,,ARI,W 49-15
819,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,"Bersin, Brenton",Inactive,Inactive,,,,,,,,,,,,WR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,5.0,Inactive,,,,,,,,,,,2015.0,,,,,,,,,,,Inactive,,,,,,2016-02-07,,,,,,,,,,,,,,,,,Inactive,,,,21.0,,,,,CAR,N,DEN,L 10-24
820,,,,,0,0%,0,0,0,0,0,0,0,0,,0,"Bersin, Brenton",45,61%,,,,,,,,,,,,WR,0,0,,0,100.0%,2,0,2,13.50,13.50,27,,,,,0,0%,,,,,0,0,,0,,6.0,,,,,,,,,,,,2017.0,,,,,,,,,,,0.0,,,,,,2018-01-07,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,27.243,,CAR,@,NOR,L 26-31
821,,,,,,,0,1,0,1,0,0,1,0,24.00,24,"Bersin, Brenton",,,,,,,,,,,,,,WR,1,0,0.00,0,100.0%,4,0,4,11.00,11.00,44,,,,,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,3 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2-0
822,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",60,67%,,,,,,,,,,,,WR,0,0,,0,61.5%,8,0,13,8.25,5.08,66,0,0,,0,3,12%,,0,,0,,,,,,1.0,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,2013-01-06,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,23.053,,IND,@,BAL,L 9-24
823,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",60,91%,,,,,,,,,,,,WR,0,0,,0,72.2%,13,2,18,17.23,12.44,224,0,0,,0,0,0%,,12,,2,,,,,,2.0,*,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,2014-01-04,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,24.051,,IND,,KAN,W 45-44
824,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",59,91%,,,,,,,,,,,,WR,0,0,,0,66.7%,4,0,6,25.75,17.17,103,0,0,,0,0,0%,,0,,0,,,,,,3.0,*,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,2014-01-11,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,24.058,,IND,@,NWE,L 22-43
825,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",39,53%,,,,,,,,,,,,WR,0,0,,0,42.9%,6,0,14,17.17,7.36,103,0,0,,0,0,0%,,0,,0,,,,,,4.0,*,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-04,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,25.051,,IND,,CIN,W 26-10
826,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",63,84%,,,,,,,,,,,,WR,0,0,,0,50.0%,4,0,8,18.00,9.00,72,1,0,1.00,1,0,0%,,0,,0,,,,,,5.0,*,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-11,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,25.058,,IND,@,DEN,W 24-13
827,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",49,88%,,,,,,,,,,,,WR,1,0,10.00,10,16.7%,1,0,6,36.00,6.00,36,0,0,,0,3,11%,,0,,0,,,,,,6.0,*,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-18,,,,,,,,,,,19.0,,,,,,,,,,20.0,,,25.065,,IND,@,NWE,L 7-45
828,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",57,78%,,,,,,,,,,,,WR,0,0,,0,50.0%,5,0,10,17.00,8.50,85,0,0,,0,0,0%,,0,,0,,,,,,7.0,*,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,2019-01-05,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,29.052,,IND,@,HOU,W 21-7
829,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",54,96%,,,,,,,,,,,,WR,0,0,,0,36.4%,4,1,11,15.00,5.45,60,0,0,,0,0,0%,,6,,1,,,,,,8.0,*,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,2019-01-12,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,29.059,,IND,@,KAN,L 13-31
830,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",56,71%,,,,,,,,,,,,WR,0,0,,0,40.0%,2,0,5,16.00,6.40,32,0,0,,0,0,0%,,0,,0,,,,,,9.0,*,,,,,,,,,,,2020.0,,,,,,,,,,,,,,,,,2021-01-09,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,31.056,,IND,@,BUF,L 24-27
831,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",25,36%,,,,,,,,,,,,WR,0,0,,0,50.0%,2,0,4,11.50,5.75,23,0,0,,0,0,0%,,0,,0,,,,,,10.0,,,,,,,,,,,,2022.0,,,,,,,,,,,,,,,,,2023-01-16,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,33.063,,DAL,@,TAM,W 31-14
832,,,,,0,0%,,,,,,,,,,,"Hilton, T.Y.",27,44%,,,,,,,,,,,,WR,0,0,,0,100.0%,1,0,1,15.00,15.00,15,0,0,,0,0,0%,,0,,0,,,,,,11.0,,,,,,,,,,,,2022.0,,,,,,,,,,,,,,,,,2023-01-22,,,,,,,,,,,19.0,,,,,,,,,,20.0,,,33.069,,DAL,@,SFO,L 12-19
833,,,,,,,,,,,,,,,,,"Hilton, T.Y.",,,,,,,,,,,,,,WR,1,0,10.00,10,52.1%,50,3,96,16.38,8.53,819,1,0,1.00,1,,,,18,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-6-0
834,,,,,,,,,,,,,,,,,"Moore, Lance",,,,,,,,,,,,,,WR,0,0,,0,66.7%,2,0,3,3.00,2.00,6,,,,,,,,0,,0,,,,,,1.0,,,,,,,,,,,,2009.0,,,,,,,,,,,,,,,,,2010-01-16,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,26.138,,NOR,,ARI,W 45-14
835,,,,,,,,,,,,,,,,,"Moore, Lance",,,,,,,,,,,,,,WR,0,0,,0,100.0%,1,0,1,5.00,5.00,5,,,,,,,,0,,0,,,,,,2.0,*,,,,,,,,,,,2009.0,,,,,,,,,,,,,,,,,2010-01-24,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,26.146,,NOR,,MIN,W 31-28
836,,,,,,,,,,,,,,,,,"Moore, Lance",,,,,,,,,,,,,,WR,0,0,,0,100.0%,2,0,2,10.50,10.50,21,,,,,,,1,2,,0,,,,,,3.0,,,,,,,,,,,,2009.0,,,,,,,,,,,,,,,,,2010-02-07,,,,,,,,,,,19.0,,,,,,,,,,21.0,,,26.16,,NOR,N,IND,W 31-17
837,,,,,,,,,,,,,,,,,"Moore, Lance",,,,,,,,,,,,,,WR,2,0,5.50,11,44.4%,4,0,9,12.25,5.44,49,,,,,,,,0,,0,,,,,,4.0,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,2011-01-08,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,27.13,,NOR,@,SEA,L 36-41
838,,,,,Inactive,Inactive,,,,,,,,,,,"Moore, Lance",Inactive,Inactive,,,,,,,,,,,,WR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,Inactive,Inactive,,Inactive,,,,,,5.0,Inactive,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,2012-01-07,,Inactive,,,,,,,,,,,,,,,,,,,18.0,,,,,NOR,,DET,W 45-28
839,,,,,Inactive,Inactive,,,,,,,,,,,"Moore, Lance",Inactive,Inactive,,,,,,,,,,,,WR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,Inactive,Inactive,,Inactive,,,,,,6.0,Inactive,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,2012-01-14,,Inactive,,,,,,,,,,,,,,,,,,,19.0,,,,,NOR,@,SFO,L 32-36
840,,,,,0,0%,,,,,,,,,,,"Moore, Lance",28,39%,,,,,,,,,,,,WR,0,0,,0,50.0%,2,1,4,15.50,7.75,31,,,,,0,0%,,6,,1,,,,,,7.0,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,2014-01-04,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,30.126,,NOR,@,PHI,W 26-24
841,,,,,0,0%,,,,,,,,,,,"Moore, Lance",34,45%,,,,,,,,,,,,WR,0,0,,0,40.0%,2,0,5,10.00,4.00,20,,,,,1,4%,,0,,0,,,,,,8.0,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,2014-01-11,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,30.133,,NOR,@,SEA,L 15-23
842,,,,,Inactive,Inactive,,,,,,,,,,,"Moore, Lance",Inactive,Inactive,,,,,,,,,,,,WR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,Inactive,Inactive,,Inactive,,,,,,9.0,Inactive,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-03,,Inactive,,,,,,,,,,,,,,,,,,,18.0,,,,,PIT,,BAL,L 17-30
843,,,,,,,,,,,,,,,,,"Moore, Lance",,,,,,,,,,,,,,WR,2,0,5.50,11,54.2%,13,1,24,10.15,5.50,132,,,,,,,1,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-2-0
844,,,,,,,,,,,,,2,0,23.00,46,"Slater, Matthew",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,1.0,,,,,0.0,,,,,,,2009.0,,,,,,,,,,,,,,,,,2010-01-10,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,24.123,,NWE,,BAL,L 14-33
845,,,,,,,,,,,,,0,0,,0,"Slater, Matthew",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,2.0,,,,,0.0,,,,,,,2010.0,,,,,,,,,,,,,,,,,2011-01-16,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,25.129,,NWE,,NYJ,L 21-28
846,,,,,,,,,,,,,0,0,,0,"Slater, Matthew",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,3.0,,,,,0.0,,,,,,,2011.0,,,,,,,,,,,,,,,,,2012-01-14,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,26.127,,NWE,,DEN,W 45-10
847,,,,,,,,,,,,,0,0,,0,"Slater, Matthew",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,4.0,,,,,0.0,,,,,,,2011.0,,,,,,,,,,,,,,,,,2012-01-22,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,26.135,,NWE,,BAL,W 23-20
848,,,,,,,,,,,,,,,,,"Slater, Matthew",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,5.0,,,,,0.0,,,,,,,2011.0,,,,,,,,,,,,,,,,,2012-02-05,,,,,,,,,,,19.0,,,,,,,,,,21.0,,,26.149,,NWE,N,NYG,L 17-21
849,,,,,0,0%,,,,,,,1,0,19.00,19,"Slater, Matthew",0,0%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,20,59%,,,,,1,1,0,0,0,6.0,,,,,0.0,,,,,,,2012.0,,,,,,,,,,,,,,,,,2013-01-13,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,27.126,,NWE,,HOU,W 41-28
850,,,,,0,0%,,,,,,,,,,,"Slater, Matthew",0,0%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,20,74%,,,,,,,,,,7.0,,,,,0.0,,,,,,,2012.0,,,,,,,,,,,,,,,,,2013-01-20,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,27.133,,NWE,,BAL,L 13-28
851,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",5,7%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,25,74%,,,,,2,3,0,1,0,8.0,*,,,,0.0,,,,,,,2013.0,,,,,,,,,,,,,,,,,2014-01-11,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,28.124,,NWE,,IND,W 43-22
852,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",3,5%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,14,61%,,,,,0,0,,0,,9.0,,,,,0.0,,,,,,,2013.0,,,,,,,,,,,,,,,,,2014-01-19,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,28.132,,NWE,@,DEN,L 16-26
853,,,,,0,0%,,,,,,,,,,,"Slater, Matthew",3,4%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,21,68%,,,,,,,,,,10.0,,,,,0.0,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-10,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,29.123,,NWE,,BAL,W 35-31
854,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",0,0%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,19,68%,,,,,1,1,0,0,0,11.0,,,,,0.0,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-18,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,29.131,,NWE,,IND,W 45-7
855,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",2,3%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,20,71%,,,,,0,1,0,1,0,12.0,,,,,0.0,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-02-01,,,,,,,,,,,19.0,,,,,,,,,,21.0,,,29.145,,NWE,N,SEA,W 28-24
856,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",4,7%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,16,57%,,,,,0,0,,0,,13.0,,,,,0.0,,,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-16,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,30.129,,NWE,,KAN,W 27-20
857,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",1,1%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,25,76%,,,,,0,1,0,1,0,14.0,,,,,0.0,,,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-24,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,30.137,,NWE,@,DEN,L 18-20
858,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",3,4%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,22,61%,,,,,1,2,0,1,0,15.0,,,,,0.0,,,,,,,2016.0,,,,,,,,,,,,,,,,,2017-01-14,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,31.127,,NWE,,HOU,W 34-16
859,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",3,4%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,16,59%,,,,,0,0,,0,,16.0,,,,,0.0,,,,,,,2016.0,,,,,,,,,,,,,,,,,2017-01-22,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,31.135,,NWE,,PIT,W 36-17
860,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",1,1%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,20,65%,,,,,0,0,0,0,0,17.0,,,,,0.0,,,,,,,2016.0,,,,,,,,,,,,,,,,,2017-02-05,,,,,,,,,,,19.0,,,,,,,,,,21.0,,,31.149,,NWE,N,ATL,W 34-28
861,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",3,4%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,20,69%,,,,,0,1,0,1,0,18.0,,,,,0.0,,,,,,,2017.0,,,,,,,,,,,,,,,,,2018-01-13,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,32.126,,NWE,,TEN,W 35-14
862,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",0,0%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,22,73%,,,,,0,1,0,1,0,19.0,,,,,0.0,,,,,,,2017.0,,,,,,,,,,,,,,,,,2018-01-21,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,32.134,,NWE,,JAX,W 24-20
863,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",1,1%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,17,57%,,,,,0,0,,0,,20.0,,,,,0.0,,,,,,,2017.0,,,,,,,,,,,,,,,,,2018-02-04,,,,,,,,,,,19.0,,,,,,,,,,21.0,,,32.148,,NWE,N,PHI,L 33-41
864,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",2,2%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,23,68%,,,,,1,2,0,1,0,21.0,,,,,0.0,,,,,,,2018.0,,,,,,,,,,,,,,,,,2019-01-13,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,33.126,,NWE,,LAC,W 41-28
865,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",0,0%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,21,68%,,,,,0,0,,0,,22.0,,,,,0.0,,,,,,,2018.0,,,,,,,,,,,,,,,,,2019-01-20,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,33.133,,NWE,@,KAN,W 37-31
866,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",1,1%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,21,78%,,,,,0,1,0,1,0,23.0,,,,,0.0,,,,,,,2018.0,,,,,,,,,,,,,,,,,2019-02-03,,,,,,,,,,,19.0,,,,,,,,,,21.0,,,33.147,,NWE,N,LAR,W 13-3
867,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",0,0%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,21,78%,,,,,1,1,0,0,0,24.0,,,,,0.0,,,,,,,2019.0,,,,,,,,,,,,,,,,,2020-01-04,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,34.117,,NWE,,TEN,L 13-20
868,,,,,0,0%,,,,,,,0,0,,0,"Slater, Matthew",0,0%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,22,88%,,,,,0,2,0,2,0,25.0,,,,,0.0,,,,,,,2021.0,,,,,,,,,,,,,,,,,2022-01-15,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,36.128,,NWE,@,BUF,L 17-47
869,,,,,,,,,,,,,3,0,21.67,65,"Slater, Matthew",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,9,22,0,13,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,25 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-9-0
870,,,,,0.0,0%,,,,,,,,,,,"Hammond, Frankie",6.0,10%,,,,,,,,,,,,WR,4,0,8.5,34,100.0%,1,0,1,3.0,3.0,3,,,,,8.0,35%,,,,,,,,,,1.0,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-09,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,25.326,,KAN,@,HOU,W 30-0
871,,,,,0.0,0%,,,,,,,,,,,"Hammond, Frankie",11.0,12%,,,,,,,,,,,,WR,2,0,13.5,27,100.0%,1,0,1,2.0,2.0,2,,,,,4.0,14%,,,,,,,,,,2.0,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-16,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,25.333,,KAN,@,NWE,L 20-27
872,,,,,,,,,,,,,,,,,"Hammond, Frankie",,,,,,,,,,,,,,WR,6,0,10.17,61,100.0%,2,0,2,2.5,2.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1-0
873,,,,,0.0,0%,,,,,,,,,,,"Street, Devin",1.0,2%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,0.0,0%,,,,,,,,,,1.0,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-04,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,23.28,,DAL,,DET,W 24-20
874,,,,,0.0,0%,,,,,,,,,,,"Street, Devin",4.0,7%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,0.0,0%,,,,,,,,,,2.0,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-11,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,23.287,,DAL,@,GNB,L 21-26
875,,,,,,,,,,,,,,,,,"Street, Devin",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1-0
876,,,,,,,,,,,,,,,,,"Wallace, Mike",,,,,,,,,,,,,,WR,,,,,42.9%,3,0,7,6.67,2.86,20,2,0,-1.00,-2,,,,0,,0,,,,,,1.0,*,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,2011-01-15,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,24.167,,PIT,,BAL,W 31-24
877,,,,,,,,,,,,,,,,,"Wallace, Mike",,,,,,,,,,,,,,WR,,,,,33.3%,1,0,3,6.00,2.00,6,0,0,,0,,,,0,,0,,,,,,2.0,*,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,2011-01-23,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,24.175,,PIT,,NYJ,W 24-19
878,,,,,,,,,,,,,,,,,"Wallace, Mike",,,,,,,,,,,,,,WR,,,,,56.3%,9,1,16,9.89,5.56,89,0,0,,0,,,,6,,1,,,,,,3.0,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,2011-02-06,,,,,,,,,,,19.0,,,,,,,,,,21.0,,,24.189,,PIT,N,GNB,L 25-31
879,,,,,,,,,,,,,,,,,"Wallace, Mike",,,,,,,,,,,,,,WR,,,,,30.0%,3,0,10,8.67,2.60,26,1,1,1.00,1,,,,6,,1,,,,,,4.0,*,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,2012-01-08,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,25.16,,PIT,@,DEN,L 23-29
880,,,,,0,0%,,,,,,,,,,,"Wallace, Mike",41,69%,,,,,,,,,,,,WR,,,,,100.0%,1,0,1,10.00,10.00,10,0,0,,0,0,0%,,0,,0,,,,,,5.0,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-10,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,29.162,,MIN,,SEA,L 9-10
881,,,,,Inactive,Inactive,,,,,,,,,,,"Wallace, Mike",Inactive,Inactive,,,,,,,,,,,,WR,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,Inactive,,Inactive,,,,,,6.0,Inactive,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,2019-01-06,Inactive,,,,,,,,,,,,,,,,,,,,18.0,,,,,PHI,@,CHI,W 16-15
882,,,,,Inactive,Inactive,,,,,,,,,,,"Wallace, Mike",Inactive,Inactive,,,,,,,,,,,,WR,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,Inactive,,Inactive,,,,,,7.0,Inactive,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,2019-01-13,Inactive,,,,,,,,,,,,,,,,,,,,19.0,,,,,PHI,@,NOR,L 14-20
