,Def Interceptions_Int,Def Interceptions_PD,Def Interceptions_TD,Def Interceptions_Yds,Def. Snaps_Num,Def. Snaps_Pct,Fumbles_FF,Fumbles_FL,Fumbles_FR,Fumbles_Fmb,Fumbles_TD,Fumbles_Yds,Kick Returns_Rt,Kick Returns_TD,Kick Returns_Y/Rt,Kick Returns_Yds,Name_,Off. Snaps_Num,Off. Snaps_Pct,Passing_AY/A,Passing_Att,Passing_Cmp,Passing_Cmp%,Passing_Int,Passing_Rate,Passing_Sk,Passing_TD,Passing_Y/A,Passing_Yds,Passing_Yds.1,Pos_,Punt Returns_Ret,Punt Returns_TD,Punt Returns_Y/R,Punt Returns_Yds,Receiving_Ctch%,Receiving_Rec,Receiving_TD,Receiving_Tgt,Receiving_Y/R,Receiving_Y/Tgt,Receiving_Yds,Rushing_Att,Rushing_TD,Rushing_Y/A,Rushing_Yds,ST Snaps_Num,ST Snaps_Pct,Scoring_2PM,Scoring_Pts,Scoring_Sfty,Scoring_TD,Tackles_Ast,Tackles_Comb,Tackles_QBHits,Tackles_Solo,Tackles_TFL,Unnamed: 0_level_0_Rk,Unnamed: 10_level_0_GS,Unnamed: 10_level_0_Sk,Unnamed: 11_level_0_Sk,Unnamed: 14_level_0_Sk,Unnamed: 15_level_0_Sk,Unnamed: 15_level_0_Status,Unnamed: 17_level_0_Status,Unnamed: 18_level_0_Sk,Unnamed: 18_level_0_Status,Unnamed: 19_level_0_Sk,Unnamed: 19_level_0_Status,Unnamed: 1_level_0_Year,Unnamed: 20_level_0_Sk,Unnamed: 20_level_0_Status,Unnamed: 21_level_0_Sk,Unnamed: 21_level_0_Status,Unnamed: 22_level_0_Sk,Unnamed: 22_level_0_Status,Unnamed: 23_level_0_Status,Unnamed: 24_level_0_Sk,Unnamed: 24_level_0_Status,Unnamed: 25_level_0_Status,Unnamed: 26_level_0_Sk,Unnamed: 26_level_0_Status,Unnamed: 27_level_0_Status,Unnamed: 28_level_0_Sk,Unnamed: 28_level_0_Status,Unnamed: 29_level_0_Status,Unnamed: 2_level_0_Date,Unnamed: 30_level_0_Status,Unnamed: 31_level_0_Status,Unnamed: 32_level_0_Sk,Unnamed: 32_level_0_Status,Unnamed: 33_level_0_Status,Unnamed: 34_level_0_Status,Unnamed: 35_level_0_Status,Unnamed: 36_level_0_Status,Unnamed: 37_level_0_Status,Unnamed: 38_level_0_Status,Unnamed: 3_level_0_G#,Unnamed: 40_level_0_Status,Unnamed: 41_level_0_Status,Unnamed: 42_level_0_Status,Unnamed: 43_level_0_Sk,Unnamed: 43_level_0_Status,Unnamed: 44_level_0_Status,Unnamed: 45_level_0_Status,Unnamed: 46_level_0_Status,Unnamed: 47_level_0_Status,Unnamed: 4_level_0_Week,Unnamed: 50_level_0_Status,Unnamed: 56_level_0_Status,Unnamed: 5_level_0_Age,Unnamed: 61_level_0_Status,Unnamed: 6_level_0_Tm,Unnamed: 7_level_0_Unnamed: 7_level_1,Unnamed: 8_level_0_Opp,Unnamed: 9_level_0_Result
463,,,,,,,,,,,,,,,,,"Jeffery, Alshon",,,,,,,,,,,,,,WR,,,,,65.7%,23,3,35,15.83,10.40,364,,,,,,,,18,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-1-0
464,,,,,Inactive,Inactive,,,,,,,,,,,"Norwood, Kevin",Inactive,Inactive,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,,1.0,Inactive,,,,,,Inactive,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-10,,,,,,,,,,,,,,,,,,,,,19.0,,,,,SEA,,CAR,W 31-17
465,,,,,0,0%,,,,,,,,,,,"Norwood, Kevin",4,6%,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,0,0%,,,,,,,,,,2.0,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-18,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,25.117,,SEA,,GNB,W 28-22
466,,,,,Inactive,Inactive,,,,,,,,,,,"Norwood, Kevin",Inactive,Inactive,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,,3.0,Inactive,,,,,,Inactive,,,,,2014.0,,,,,,,,,,,,,,,,,2015-02-01,,,,,,,,,,,,,,,,,,,,,21.0,,,,,SEA,N,NWE,L 24-28
467,,,,,Inactive,Inactive,,,,,,,,,,,"Norwood, Kevin",Inactive,Inactive,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,,4.0,Inactive,,,,,,Inactive,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-17,,,,,,,,,,,,,,,,,,,,,19.0,,,,,CAR,,SEA,W 31-24
468,,,,,Inactive,Inactive,,,,,,,,,,,"Norwood, Kevin",Inactive,Inactive,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,,5.0,Inactive,,,,,,Inactive,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-24,,,,,,,,,,,,,,,,,,,,,20.0,,,,,CAR,,ARI,W 49-15
469,,,,,Inactive,Inactive,,,,,,,,,,,"Norwood, Kevin",Inactive,Inactive,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,,6.0,Inactive,,,,,,Inactive,,,,,2015.0,,,,,,,,,,,,,,,,,2016-02-07,,,,,,,,,,,,,,,,,,,,,21.0,,,,,CAR,N,DEN,L 10-24
470,,,,,,,,,,,,,,,,,"Norwood, Kevin",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-0-0
471,,,,,,,,,,,,,,,,,"Wright, Jarius",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,0,,0,,,,,,1.0,,,,,,,,,,,,1978.0,,,,,,,,,,,,,,,,,1978-12-24,,,,,,,,,,,17.0,,,,,,,,,,17.0,,,22.114,,ATL,,PHI,W 14-13
472,,,,,,,,,,,,,,,,,"Wright, Jarius",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,0,,0,,,,,,2.0,,,,,,,,,,,,1978.0,,,,,,,,,,,,,,,,,1978-12-30,,,,,,,,,,,18.0,,,,,,,,,,18.0,,,22.12,,ATL,@,DAL,L 20-27
473,,,,,,,,,,,,,,,,,"Wright, Jarius",,,,,,,,,,,,,,WR,,,,,,2,1,,8.00,,16,,,,,,,,6,,1,,,,,,3.0,,,,,,,,,,,,1984.0,,,,,,,,,,,,,,,,,1984-12-30,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,28.12,,DEN,,PIT,L 17-24
474,,,,,,,,,,,,,,,,,"Wright, Jarius",,,,,,,,,,,,,,WR,,,,,,2,1,,8.00,,16,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2-0
475,,,,,,,0,,0,0,0,0,,,,,"Fitzgerald, Larry",,,,0,0,,0,,0,0,,0,0,WR,,,,,54.5%,6,1,11,16.83,9.18,101,,,,,,,,6,,1,,,,,,1.0,*,,,,,,,,,,,2008.0,,,,,,,,,,,,,,,,,2009-01-03,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,25.125,,ARI,,ATL,W 30-24
476,,,,,,,0,,0,0,0,0,,,,,"Fitzgerald, Larry",,,,0,0,,0,,0,0,,0,0,WR,,,,,61.5%,8,1,13,20.75,12.77,166,,,,,,,,6,,1,,,,,,2.0,*,,,,,,,,,,,2008.0,,,,,,,,,,,,,,,,,2009-01-10,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,25.132,,ARI,@,CAR,W 33-13
477,,,,,,,0,,0,0,0,0,,,,,"Fitzgerald, Larry",,,,0,0,,0,,0,0,,0,0,WR,,,,,90.0%,9,3,10,16.89,15.20,152,,,,,,,,18,,3,,,,,,3.0,*,,,,,,,,,,,2008.0,,,,,,,,,,,,,,,,,2009-01-18,,,,,,,,,,,19.0,,,,,,,,,,20.0,,,25.14,,ARI,,PHI,W 32-25
478,,,,,,,0,,0,0,0,0,,,,,"Fitzgerald, Larry",,,,0,0,,0,,0,0,,0,0,WR,,,,,87.5%,7,2,8,18.14,15.88,127,,,,,,,,12,,2,,,,,,4.0,*,,,,,,,,,,,2008.0,,,,,,,,,,,,,,,,,2009-02-01,,,,,,,,,,,20.0,,,,,,,,,,21.0,,,25.154,,ARI,N,PIT,L 23-27
479,,,,,,,0,1,0,1,0,0,,,,,"Fitzgerald, Larry",,,,0,0,,0,,0,0,,0,0,WR,,,,,85.7%,6,2,7,13.67,11.71,82,,,,,,,,12,,2,,,,,,5.0,*,,,,,,,,,,,2009.0,,,,,,,,,,,,,,,,,2010-01-10,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,26.132,,ARI,,GNB,W 51-45
480,,,,,,,0,,0,0,0,0,,,,,"Fitzgerald, Larry",,,,0,0,,0,,0,0,,0,0,WR,,,,,66.7%,6,0,9,12.83,8.56,77,,,,,,,,0,,0,,,,,,6.0,*,,,,,,,,,,,2009.0,,,,,,,,,,,,,,,,,2010-01-16,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,26.138,,ARI,@,NOR,L 14-45
481,,,,,0,0%,0,0,0,0,0,0,,,,,"Fitzgerald, Larry",42,89%,,0,0,,0,,0,0,,0,0,WR,,,,,37.5%,3,0,8,10.33,3.88,31,,,,,0,0%,,0,,0,,,,,,7.0,*,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-03,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,31.125,,ARI,@,CAR,L 16-27
482,,,,,0,0%,0,0,0,0,0,0,,,,,"Fitzgerald, Larry",64,97%,,0,0,,0,,0,0,,0,0,WR,,,,,66.7%,8,1,12,22.00,14.67,176,,,,,0,0%,,6,,1,,,,,,8.0,*,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-16,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,32.138,,ARI,,GNB,W 26-20
483,,,,,0,0%,0,0,0,0,0,0,,,,,"Fitzgerald, Larry",64,100%,0.00,1,0,0.00,0,39.6,0,0,0.00,0,0,WR,,,,,57.1%,4,0,7,7.50,4.29,30,,,,,0,0%,,0,,0,,,,,,9.0,*,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-24,,,,,,,,,,,18.0,,,,,,,,,,20.0,,,32.146,,ARI,@,CAR,L 15-49
484,,,,,,,0,1,0,1,0,0,,,,,"Fitzgerald, Larry",,,0.00,1,0,0.00,0,39.6,0,0,0.00,0,0,WR,,,,,67.1%,57,10,85,16.53,11.08,942,,,,,,,,60,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-4-0
485,,,,,0,0%,0,0,0,0,0,0,3,0,20.67,62,"Wheaton, Markus",50,67%,,,,,,,,,,,,WR,0,0,,0,83.3%,5,0,6,13.20,11.00,66,,,,,7,25%,,,,,,,,,,1.0,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-03,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,23.33,,PIT,,BAL,L 17-30
486,,,,,0,0%,0,1,0,1,0,0,1,0,16.00,16,"Wheaton, Markus",49,66%,,,,,,,,,,,,WR,0,0,,0,40.0%,2,0,5,11.50,4.60,23,,,,,4,14%,,,,,,,,,,2.0,*,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-09,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,24.336,,PIT,@,CIN,W 18-16
487,,,,,0,0%,0,0,0,1,0,0,0,0,,0,"Wheaton, Markus",48,76%,,,,,,,,,,,,WR,4,0,5.00,20,62.5%,5,0,8,6.00,3.75,30,,,,,12,36%,,,,,,,,,,3.0,*,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-17,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,24.344,,PIT,@,DEN,L 16-23
488,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,"Wheaton, Markus",Injured Reserve,Injured Reserve,,,,,,,,,,,,WR,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,4.0,Injured Reserve,,,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,2017-01-08,,,,,,,,,,Injured Reserve,,,,,,,,,,,18.0,,,,,PIT,,MIA,W 30-12
489,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,"Wheaton, Markus",Injured Reserve,Injured Reserve,,,,,,,,,,,,WR,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,5.0,Injured Reserve,,,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,2017-01-15,,,,,,,,,,Injured Reserve,,,,,,,,,,,19.0,,,,,PIT,@,KAN,W 18-16
490,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,"Wheaton, Markus",Injured Reserve,Injured Reserve,,,,,,,,,,,,WR,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,6.0,Injured Reserve,,,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,2017-01-22,,,,,,,,,,Injured Reserve,,,,,,,,,,,20.0,,,,,PIT,@,NWE,L 17-36
491,,,,,,,0,1,0,2,0,0,4,0,19.50,78,"Wheaton, Markus",,,,,,,,,,,,,,WR,4,0,5.00,20,63.2%,12,0,19,9.92,6.26,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2-0
492,,,,,0.0,0%,,,,,,,,,,,"Moncrief, Donte",40.0,55%,,,,,,,,,,,,WR,,,,,100.0%,3,1,3,18.0,18.0,54,,,,,6.0,20%,,6,,1,,,,,,1.0,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-04,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,21.151,,IND,,CIN,W 26-10
493,,,,,0.0,0%,,,,,,,,,,,"Moncrief, Donte",42.0,56%,,,,,,,,,,,,WR,,,,,25.0%,2,0,8,16.0,4.0,32,,,,,6.0,22%,,0,,0,,,,,,2.0,*,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-11,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,21.158,,IND,@,DEN,W 24-13
494,,,,,0.0,0%,,,,,,,,,,,"Moncrief, Donte",42.0,75%,,,,,,,,,,,,WR,,,,,0.0%,0,0,1,,0.0,0,,,,,3.0,11%,,0,,0,,,,,,3.0,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-18,,,,,,,,,,,19.0,,,,,,,,,,20.0,,,21.165,,IND,@,NWE,L 7-45
495,,,,,,,,,,,,,,,,,"Moncrief, Donte",,,,,,,,,,,,,,WR,,,,,41.7%,5,1,12,17.2,7.17,86,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-1-0
496,,,,,0.0,0%,,,,,,,,,,,"Patton, Quinton",17.0,27%,,,,,,,,,,,,WR,,,,,0.0%,0,0,0,,,0,1,0,-1.0,-1,0.0,0%,,,,,,,,,,1.0,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,2014-01-05,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,23.149,,SFO,@,GNB,W 23-20
497,,,,,0.0,0%,,,,,,,,,,,"Patton, Quinton",16.0,24%,,,,,,,,,,,,WR,,,,,100.0%,1,0,1,23.0,23.0,23,0,0,,0,0.0,0%,,,,,,,,,,2.0,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,2014-01-12,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,23.156,,SFO,@,CAR,W 23-10
498,,,,,0.0,0%,,,,,,,,,,,"Patton, Quinton",21.0,38%,,,,,,,,,,,,WR,,,,,100.0%,1,0,1,2.0,2.0,2,0,0,,0,0.0,0%,,,,,,,,,,3.0,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,2014-01-19,,,,,,,,,,,19.0,,,,,,,,,,20.0,,,23.163,,SFO,@,SEA,L 17-23
499,,,,,,,,,,,,,,,,,"Patton, Quinton",,,,,,,,,,,,,,WR,,,,,100.0%,2,0,2,12.5,12.5,25,1,0,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-1-0
500,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,"Tate, Brandon",Injured Reserve,Injured Reserve,,,,,,,,,,,,WR,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,,,,,,1.0,Injured Reserve,,,,,,,,,,,2009.0,,,,,,,,,,,,,,,,,2010-01-10,,,,,,,Injured Reserve,,,,,,,,,,,,,,18.0,,,,,NWE,,BAL,L 14-33
501,,,,,,,0,,0,0,0,0,5,0,21.60,108,"Tate, Brandon",,,,,,,,,,,,,,WR,0,0,,0,,,,,,,,1,0,11.00,11,,,,,,,,,,,,2.0,*,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,2011-01-16,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,23.103,,NWE,,NYJ,L 21-28
502,,,,,,,0,,0,0,0,0,1,0,22.00,22,"Tate, Brandon",,,,,,,,,,,,,,WR,3,0,6.67,20,,,,,,,,0,0,,0,,,,,,,,,,,,3.0,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,2012-01-07,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,24.094,,CIN,@,HOU,L 10-31
503,,,,,0,0%,0,0,1,1,0,0,1,0,43.00,43,"Tate, Brandon",1,2%,,,,,,,,,,,,WR,2,0,6.00,12,,,,,,,,0,0,,0,4,15%,,,,,,,,,,4.0,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,2013-01-05,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,25.092,,CIN,@,HOU,L 13-19
504,,,,,0,0%,0,0,0,0,0,0,5,0,25.60,128,"Tate, Brandon",0,0%,,,,,,,,,,,,WR,3,0,2.00,6,,,,,,,,0,0,,0,15,62%,,,,,,,,,,5.0,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,2014-01-05,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,26.092,,CIN,,SDG,L 10-27
505,,,,,0,0%,0,0,0,0,0,0,0,0,,0,"Tate, Brandon",48,79%,,,,,,,,,,,,WR,1,0,19.00,19,,,,,,,,0,0,,0,3,10%,,,,,,,,,,6.0,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-04,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,27.091,,CIN,@,IND,L 10-26
506,,,,,0,0%,0,0,0,0,0,0,0,0,,0,"Tate, Brandon",0,0%,,,,,,,,,,,,WR,1,0,10.00,10,,,,,,,,0,0,,0,11,38%,,,,,,,,,,7.0,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,2016-01-09,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,28.096,,CIN,,PIT,L 16-18
507,,,,,0,0%,0,0,0,0,0,0,1,0,10.00,10,"Tate, Brandon",6,8%,,,,,,,,,,,,WR,5,0,4.20,21,,,,,,,,0,0,,0,11,42%,,,,,,,,,,8.0,,,,,,,,,,,,2017.0,,,,,,,,,,,,,,,,,2018-01-07,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,30.094,,BUF,@,JAX,L 3-10
508,,,,,,,0,0,1,1,0,0,13,0,23.92,311,"Tate, Brandon",,,,,,,,,,,,,,WR,15,0,5.87,88,,,,,,,,1,0,11.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-7-0
509,,,,,0,0%,,,,,,,,,,,"Archer, Dri",31,41%,,,,,,,,,,,,WR,,,,,75.0%,3,0,4,5.0,3.75,15,1,0,-1.0,-1,0,0%,,,,,,,,,,1.0,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,2015-01-03,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,23.147,,PIT,,BAL,L 17-30
510,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1980.0,,,,,,,,,,,,,,,,,1980-12-28,,,,,,,,,,,17.0,,,,,,,,,,17.0,,,23.317,,OAK,,HOU,W 27-7
511,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1980.0,,,,,,,,,,,,,,,,,1981-01-04,,,,,,,,,,,18.0,,,,,,,,,,18.0,,,23.324,,OAK,@,CLE,W 14-12
512,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1980.0,,,,,,,,,,,,,,,,,1981-01-11,,,,,,,,,,,19.0,,,,,,,,,,19.0,,,23.331,,OAK,@,SDG,W 34-27
513,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1980.0,,,,,,,,,,,,,,,,,1981-01-25,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,23.345,,OAK,N,PHI,W 27-10
514,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,1982.0,,,,,,,,,,,,,,,,,1983-01-08,,,,,,,,,,,10.0,,,,,,,,,,18.0,,,25.327,,RAI,,CLE,W 27-10
515,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,1982.0,,,,,,,,,,,,,,,,,1983-01-15,,,,,,,,,,,11.0,,,,,,,,,,19.0,,,25.334,,RAI,,NYJ,L 14-17
516,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,,0,0,,0,,,0,,0,0,WR,,,,,,,,,,,,1,0,-3.00,-3,,,,,,,,,,,,7.0,,,,,,,,,,,,1983.0,,,,,,,,,,,,,,,,,1984-01-01,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,26.32,,RAI,,PIT,W 38-10
517,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,,0,0,,0,,,0,,0,0,WR,,,,,,,,,,,,1,0,-3.00,-3,,,,,,,,,,,,8.0,,,,,,,,,,,,1983.0,,,,,,,,,,,,,,,,,1984-01-08,,,,,,,,,,,18.0,,,,,,,,,,19.0,,,26.327,,RAI,,SEA,W 30-14
518,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,1983.0,,,,,,,,,,,,,,,,,1984-01-22,,,,,,,,,,,19.0,,,,,,,,,,20.0,,,26.341,,RAI,N,WAS,W 38-9
519,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,1984.0,,,,,,,,,,,,,,,,,1984-12-22,,,,,,,,,,,17.0,,,,,,,,,,17.0,,,27.311,,RAI,@,SEA,L 7-13
520,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,0.74,27,11,40.74,3,29.6,2,1,5.00,135,11,WR,,,,,,,,,,,,1,0,9.00,9,,,,,,,,,,,,11.0,*,,,,,,,,,,,1985.0,,,,,,,,,,,,,,,,,1986-01-05,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,28.324,,RAI,,NWE,L 20-27
521,,,,,,,,,,,,,,,,,"Wilson, Marquess",,,0.74,27,11,40.74,3,29.6,2,1,5.00,135,11,WR,,,,,,,,,,,,3,0,1.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-3-0
522,,,,,,,0,,1,1,0,0,,,,,"Jones, James",,,,,,,,,,,,,,WR,,,,,,5,0,,8.8,,44,10,0,3.3,33,,,,,,,,,,,,1.0,,,,,,,,,,,,1983.0,,,,,,,,,,,,,,,,,1983-12-31,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,22.285,,DET,@,SFO,L 23-24
523,,,,,,,,,,,,,,,,,"Hagan, Derek",,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2008.0,,,,,,,,,,,,,,,,,2009-01-11,,,,,,,,,,,17.0,,,,,,,,,,19.0,,,24.112,,NYG,,PHI,L 11-23
524,,,,,0,0%,,,,,,,,,,,"Austin, Tavon",2,3%,,,,,,,,,,,,WR,0,0,,0,0.0%,0,0,0,,,0,0,0,,0,0,0%,,,,,,,,,,1.0,*,,,,,,,,,,,2017.0,,,,,,,,,,,,,,,,,2018-01-06,,,,,,,,,,,17.0,,,,,,,,,,18.0,,,27.297,,LAR,,ATL,L 13-26
