,Def Interceptions_Int,Def Interceptions_PD,Def Interceptions_TD,Def Interceptions_Yds,Def. Snaps_Num,Def. Snaps_Pct,Fumbles_FF,Fumbles_FL,Fumbles_FR,Fumbles_Fmb,Fumbles_TD,Fumbles_Yds,Kick Returns_Rt,Kick Returns_TD,Kick Returns_Y/Rt,Kick Returns_Yds,Name_,Off. Snaps_Num,Off. Snaps_Pct,Passing_AY/A,Passing_Att,Passing_Cmp,Passing_Cmp%,Passing_Int,Passing_Rate,Passing_Sk,Passing_TD,Passing_Y/A,Passing_Yds,Passing_Yds.1,Pos_,Punt Returns_Ret,Punt Returns_TD,Punt Returns_Y/R,Punt Returns_Yds,Receiving_Ctch%,Receiving_Rec,Receiving_TD,Receiving_Tgt,Receiving_Y/R,Receiving_Y/Tgt,Receiving_Yds,Rushing_Att,Rushing_TD,Rushing_Y/A,Rushing_Yds,ST Snaps_Num,ST Snaps_Pct,Scoring_2PM,Scoring_Pts,Scoring_TD,Tackles_Ast,Tackles_Comb,Tackles_QBHits,Tackles_Solo,Tackles_TFL,Unnamed: 0_level_0_Rk,Unnamed: 10_level_0_GS,Unnamed: 11_level_0_Sk,Unnamed: 15_level_0_Sk,Unnamed: 16_level_0_Status,Unnamed: 17_level_0_Status,Unnamed: 18_level_0_Sk,Unnamed: 18_level_0_Status,Unnamed: 1_level_0_Year,Unnamed: 20_level_0_Sk,Unnamed: 20_level_0_Status,Unnamed: 21_level_0_Sk,Unnamed: 21_level_0_Status,Unnamed: 22_level_0_Sk,Unnamed: 23_level_0_Status,Unnamed: 24_level_0_Sk,Unnamed: 24_level_0_Status,Unnamed: 25_level_0_Sk,Unnamed: 26_level_0_Sk,Unnamed: 26_level_0_Status,Unnamed: 27_level_0_Status,Unnamed: 28_level_0_Status,Unnamed: 29_level_0_Status,Unnamed: 2_level_0_Date,Unnamed: 30_level_0_Status,Unnamed: 31_level_0_Status,Unnamed: 32_level_0_Status,Unnamed: 33_level_0_Status,Unnamed: 34_level_0_Status,Unnamed: 35_level_0_Sk,Unnamed: 36_level_0_Status,Unnamed: 37_level_0_Status,Unnamed: 38_level_0_Status,Unnamed: 3_level_0_G#,Unnamed: 40_level_0_Status,Unnamed: 44_level_0_Status,Unnamed: 4_level_0_Week,Unnamed: 53_level_0_Status,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Tm,Unnamed: 7_level_0_Unnamed: 7_level_1,Unnamed: 8_level_0_Opp,Unnamed: 9_level_0_Result
0,,,,,0,0%,,,,,,,,,,,"Fleener, Coby",38,42%,,,,,,,,,,,,TE,,,,,60.0%,3,0,5,8.33,5.00,25,,,,,0,0%,,0,0,,,,,,1.0,*,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-06,,,,,,,,,,17.0,,,18.0,,24.108,IND,@,BAL,L 9-24
1,,,,,0,0%,,,,,,,,,,,"Fleener, Coby",62,94%,,,,,,,,,,,,TE,,,,,71.4%,5,1,7,9.20,6.57,46,,,,,0,0%,,6,1,,,,,,2.0,*,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-04,,,,,,,,,,17.0,,,18.0,,25.106,IND,,KAN,W 45-44
2,,,,,0,0%,,,,,,,,,,,"Fleener, Coby",53,82%,,,,,,,,,,,,TE,,,,,54.5%,6,0,11,12.33,6.73,74,,,,,0,0%,,0,0,,,,,,3.0,*,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-11,,,,,,,,,,18.0,,,19.0,,25.113,IND,@,NWE,L 22-43
3,,,,,0,0%,,,,,,,,,,,"Fleener, Coby",54,74%,,,,,,,,,,,,TE,,,,,50.0%,1,0,2,18.00,9.00,18,,,,,0,0%,,0,0,,,,,,4.0,*,,,,,,,2014.0,,,,,,,,,,,,,,,2015-01-04,,,,,,,,,,17.0,,,18.0,,26.106,IND,,CIN,W 26-10
4,,,,,0,0%,,,,,,,,,,,"Fleener, Coby",46,61%,,,,,,,,,,,,TE,,,,,50.0%,3,0,6,16.33,8.17,49,,,,,0,0%,,0,0,,,,,,5.0,*,,,,,,,2014.0,,,,,,,,,,,,,,,2015-01-11,,,,,,,,,,18.0,,,19.0,,26.113,IND,@,DEN,W 24-13
5,,,,,0,0%,,,,,,,,,,,"Fleener, Coby",44,79%,,,,,,,,,,,,TE,,,,,75.0%,3,0,4,10.00,7.50,30,,,,,0,0%,,0,0,,,,,,6.0,*,,,,,,,2014.0,,,,,,,,,,,,,,,2015-01-18,,,,,,,,,,19.0,,,20.0,,26.12,IND,@,NWE,L 7-45
6,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Fleener, Coby",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,Injured Reserve,Injured Reserve,,,,,,7.0,Injured Reserve,,,,,,,2017.0,,,,,,,,,,,Injured Reserve,,,,2018-01-07,,,,,,,,,,,,,18.0,,,NOR,,CAR,W 31-26
7,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Fleener, Coby",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,Injured Reserve,Injured Reserve,,,,,,8.0,Injured Reserve,,,,,,,2017.0,,,,,,,,,,,Injured Reserve,,,,2018-01-14,,,,,,,,,,,,,19.0,,,NOR,@,MIN,L 24-29
8,,,,,,,,,,,,,,,,,"Fleener, Coby",,,,,,,,,,,,,,TE,,,,,60.0%,21,1,35,11.52,6.91,242,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 Games,,,,,,,,,,,,,,,,,,,3-3-0
9,,,,,0,0%,,,,,,,,,,,"Clay, Charles",37,48%,,,,,,,,,,,,TE,,,,,60.0%,3,0,5,5.0,3.0,15,,,,,0,0%,,,,,,,,,1.0,*,,,,,,,2017.0,,,,,,,,,,,,,,,2018-01-07,,,,,,,,,,17.0,,,18.0,,28.328,BUF,@,JAX,L 3-10
10,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",55,87%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,80.0%,8,0,10,16.00,12.80,128,0.0,0.0,,0.0,6,26%,,0,0,0.0,0.0,,0.0,,1.0,*,,,,,,,2015.0,,,,,,,,,,,,,,,2016-01-09,,,,,,0.0,,,,17.0,,,18.0,,26.096,KAN,@,HOU,W 30-0
11,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",80,90%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,66.7%,6,0,9,3.83,2.56,23,0.0,0.0,,0.0,4,14%,,0,0,0.0,0.0,,0.0,,2.0,*,,,,,,,2015.0,,,,,,,,,,,,,,,2016-01-16,,,,,,0.0,,,,18.0,,,19.0,,26.103,KAN,@,NWE,L 20-27
12,,,,,1,1%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",58,98%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,71.4%,5,0,7,15.40,11.00,77,0.0,0.0,,0.0,0,0%,,0,0,0.0,0.0,,0.0,,3.0,*,,,,,,,2016.0,,,,,,,,,,,,,,,2017-01-15,,,,,,0.0,,,,17.0,,,19.0,,27.102,KAN,,PIT,L 16-18
13,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",29,50%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,100.0%,4,1,4,16.50,16.50,66,0.0,0.0,,0.0,0,0%,,6,1,0.0,0.0,,0.0,,4.0,*,,,,,,,2017.0,,,,,,,,,,,,,,,2018-01-06,,,,,,0.0,,,,17.0,,,18.0,,28.093,KAN,,TEN,L 21-22
14,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",83,95%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,70.0%,7,0,10,15.43,10.80,108,0.0,0.0,,0.0,0,0%,,0,0,0.0,0.0,,0.0,,5.0,*,,,,,,,2018.0,,,,,,,,,,,,,,,2019-01-12,,,,,,0.0,,,,17.0,,,19.0,,29.099,KAN,,IND,W 31-13
15,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",52,100%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,60.0%,3,1,5,7.67,4.60,23,0.0,0.0,,0.0,0,0%,,6,1,0.0,0.0,,0.0,,6.0,*,,,,,,,2018.0,,,,,,,,,,,,,,,2019-01-20,,,,,,0.0,,,,18.0,,,20.0,,29.107,KAN,,NWE,L 31-37
16,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",41,67%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,83.3%,10,3,12,13.40,11.17,134,0.0,0.0,,0.0,0,0%,,18,3,0.0,0.0,0.0,0.0,0.0,7.0,*,,,,,,,2019.0,,,,,,,,,,,,,,,2020-01-12,,,,,,0.0,,,,17.0,,,19.0,,30.099,KAN,,HOU,W 51-31
17,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",64,94%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,75.0%,3,0,4,10.00,7.50,30,0.0,0.0,,0.0,0,0%,,0,0,0.0,0.0,0.0,0.0,0.0,8.0,*,,,,,,,2019.0,,,,,,,,,,,,,,,2020-01-19,,,,,,0.0,,,,18.0,,,20.0,,30.106,KAN,,TEN,W 35-24
18,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",75,95%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,100.0%,6,1,6,7.17,7.17,43,1.0,0.0,2.0,2.0,0,0%,,6,1,0.0,0.0,0.0,0.0,0.0,9.0,*,,,,,,,2019.0,,,,,,,,,,,,,,,2020-02-02,,,,,,0.0,,,,19.0,,,21.0,,30.12,KAN,N,SFO,W 31-20
19,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",59,89%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,80.0%,8,1,10,13.63,10.90,109,0.0,0.0,,0.0,0,0%,,6,1,0.0,0.0,0.0,0.0,0.0,10.0,*,,,,,,,2020.0,,,,,,,,,,,,,,,2021-01-17,,,,,,0.0,,,,17.0,,,19.0,,31.104,KAN,,CLE,W 22-17
20,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",59,91%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,86.7%,13,2,15,9.08,7.87,118,0.0,0.0,,0.0,0,0%,,12,2,0.0,0.0,0.0,0.0,0.0,11.0,*,,,,,,,2020.0,,,,,,,,,,,,,,,2021-01-24,,,,,,0.0,,,,18.0,,,20.0,,31.111,KAN,,BUF,W 38-24
21,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",69,92%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,66.7%,10,0,15,13.30,8.87,133,0.0,0.0,,0.0,0,0%,,0,0,0.0,0.0,0.0,0.0,0.0,12.0,*,,,,,,,2020.0,,,,,,,,,,,,,,,2021-02-07,,,,,,0.0,,,,19.0,,,21.0,,31.125,KAN,N,TAM,L 9-31
22,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",49,75%,22.0,1.0,1.0,100.0,0.0,118.7,0.0,1.0,2.0,2.0,0.0,TE,,,,,71.4%,5,1,7,21.60,15.43,108,0.0,0.0,,0.0,0,0%,,6,1,0.0,0.0,0.0,0.0,0.0,13.0,*,,,,,,,2021.0,,,,,,,,,,,,,,,2022-01-16,,,,,,0.0,,,,18.0,,,19.0,,32.103,KAN,,PIT,W 42-21
23,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",65,86%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,88.9%,8,1,9,12.00,10.67,96,0.0,0.0,,0.0,0,0%,,6,1,0.0,0.0,0.0,0.0,0.0,14.0,*,,,,,,,2021.0,,,,,,,,,,,,,,,2022-01-23,,,,,,0.0,,,,19.0,,,20.0,,32.11,KAN,,BUF,W 42-36
24,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",62,90%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,90.9%,10,1,11,9.50,8.64,95,0.0,0.0,,0.0,0,0%,,6,1,0.0,1.0,0.0,1.0,0.0,15.0,*,,,,,,,2021.0,,,,,,,,,,,,,,,2022-01-30,,,,,,0.0,,,,20.0,,,21.0,,32.117,KAN,,CIN,L 24-27
25,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",56,82%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,82.4%,14,2,17,7.00,5.76,98,0.0,0.0,,0.0,0,0%,,12,2,0.0,0.0,0.0,0.0,0.0,16.0,*,,,,,,,2022.0,,,,,,,,,,,,,,,2023-01-21,,,,,,0.0,,,,18.0,,,20.0,,33.108,KAN,,JAX,W 27-20
26,,,,,0,0%,0.0,0.0,0.0,1.0,0.0,0.0,,,,,"Kelce, Travis",57,83%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,87.5%,7,1,8,11.14,9.75,78,0.0,0.0,,0.0,0,0%,,6,1,0.0,0.0,0.0,0.0,0.0,17.0,*,,,,,,,2022.0,,,,,,,,,,,,,,,2023-01-29,,,,,,0.0,,,,19.0,,,21.0,,33.116,KAN,,CIN,W 23-20
27,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Kelce, Travis",43,78%,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,TE,,,,,100.0%,6,1,6,13.50,13.50,81,0.0,0.0,,0.0,0,0%,,6,1,0.0,0.0,0.0,0.0,0.0,18.0,*,,,,,,,2022.0,,,,,,,,,,,,,,,2023-02-12,,,,,,0.0,,,,20.0,,,22.0,,33.13,KAN,N,PHI,W 38-35
28,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,"Kelce, Travis",,,22.0,1.0,1.0,100.0,0.0,118.7,0.0,1.0,2.0,2.0,0.0,TE,,,,,80.6%,133,16,165,11.64,9.38,1548,1.0,0.0,2.0,2.0,,,,96,16,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,18 Games,,,,,,0.0,,,,,,,,,,,,,12-6-0
29,,,,,,,,,,,,,,,,,"Bennett, Martellus",,,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,1.0,*,,,,,,,2009.0,,,,,,,,,,,,,,,2010-01-09,,,,,,,,,,17.0,,,18.0,,22.305,DAL,,PHI,W 34-14
30,,,,,,,,,,,,,,,,,"Bennett, Martellus",,,,,,,,,,,,,,TE,,,,,75.0%,3,0,4,9.00,6.75,27,,,,,,,,,,,,,,,2.0,,,,,,,,2009.0,,,,,,,,,,,,,,,2010-01-17,,,,,,,,,,18.0,,,19.0,,22.313,DAL,@,MIN,L 3-34
31,,,,,0,0%,,,,,,,,,,,"Bennett, Martellus",64,93%,,,,,,,,,,,,TE,,,,,25.0%,1,0,4,4.00,1.00,4,,,,,0,0%,,,,,,,,,3.0,*,,,,,,,2016.0,,,,,,,,,,,,,,,2017-01-14,,,,,,,,,,17.0,,,19.0,,29.31,NWE,,HOU,W 34-16
32,,,,,0,0%,,,,,,,,,,,"Bennett, Martellus",50,68%,,,,,,,,,,,,TE,,,,,100.0%,5,0,5,6.40,6.40,32,,,,,0,0%,,,,,,,,,4.0,*,,,,,,,2016.0,,,,,,,,,,,,,,,2017-01-22,,,,,,,,,,18.0,,,20.0,,29.318,NWE,,PIT,W 36-17
33,,,,,0,0%,,,,,,,,,,,"Bennett, Martellus",86,87%,,,,,,,,,,,,TE,,,,,83.3%,5,0,6,12.40,10.33,62,,,,,0,0%,,,,,,,,,5.0,*,,,,,,,2016.0,,,,,,,,,,,,,,,2017-02-05,,,,,,,,,,19.0,,,21.0,,29.332,NWE,N,ATL,W 34-28
34,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Bennett, Martellus",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,6.0,Injured Reserve,,,,,,,2017.0,,,,,,,,Injured Reserve,,,,,,,2018-01-13,,,,,,,,,,,,,19.0,,,NWE,,TEN,W 35-14
35,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Bennett, Martellus",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,7.0,Injured Reserve,,,,,,,2017.0,,,,,,,,Injured Reserve,,,,,,,2018-01-21,,,,,,,,,,,,,20.0,,,NWE,,JAX,W 24-20
36,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Bennett, Martellus",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,8.0,Injured Reserve,,,,,,,2017.0,,,,,,,,Injured Reserve,,,,,,,2018-02-04,,,,,,,,,,,,,21.0,,,NWE,N,PHI,L 33-41
37,,,,,,,,,,,,,,,,,"Bennett, Martellus",,,,,,,,,,,,,,TE,,,,,73.7%,14,0,19,8.93,6.58,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Games,,,,,,,,,,,,,,,,,,,4-1-0
38,,,,,,,,,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",,,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,1.0,,,,,,,,2011.0,,,,,,,,,,,,,,,2012-01-08,,,,,,,,,,17.0,,,18.0,,23.158,DEN,,PIT,W 29-23
39,,,,,,,,,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",,,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,2.0,*,,,,,,,2011.0,,,,,,,,,,,,,,,2012-01-14,,,,,,,,,,18.0,,,19.0,,23.164,DEN,@,NWE,L 10-45
40,,,,,0,0%,,,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",4,4%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,17,45%,,0,0,,,,,,3.0,,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-12,,,,,,,,,,17.0,,,19.0,,24.162,DEN,,BAL,L 35-38
41,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",6,8%,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,3.00,3.00,3,0.0,0.0,,0.0,9,41%,,0,0,,,,,,4.0,,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-12,,,,,,,,,,17.0,,,19.0,,25.162,DEN,,SDG,W 24-17
42,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",12,16%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,1.0,0.0,6.0,6.0,11,48%,,0,0,,,,,,5.0,,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-19,,,,,,,,,,18.0,,,20.0,,25.169,DEN,,NWE,W 26-16
43,,,,,0,0%,,,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",2,3%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,12,57%,,0,0,,,,,,6.0,,,,,,,,2013.0,,,,,,,,,,,,,,,2014-02-02,,,,,,,,,,19.0,,,21.0,,25.183,DEN,N,SEA,L 8-43
44,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",30,43%,,,,,,,,,,,,TE,,,,,50.0%,1,0,2,4.00,2.00,4,0.0,0.0,,0.0,14,52%,,0,0,,,,,,7.0,*,,,,,,,2014.0,,,,,,,,,,,,,,,2015-01-11,,,,,,,,,,17.0,,,19.0,,26.161,DEN,,IND,L 13-24
45,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",31,42%,,,,,,,,,,,,TE,,,,,100.0%,2,0,2,7.00,7.00,14,0.0,0.0,,0.0,18,55%,,0,0,,,,,,8.0,,,,,,,,2015.0,,,,,,,,,,,,,,,2016-01-17,,,,,,,,,,17.0,,,19.0,,27.167,DEN,,PIT,W 23-16
46,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",32,47%,,,,,,,,,,,,TE,,,,,0.0%,0,0,1,,0.00,0,0.0,0.0,,0.0,18,55%,,0,0,,,,,,9.0,*,,,,,,,2015.0,,,,,,,,,,,,,,,2016-01-24,,,,,,,,,,18.0,,,20.0,,27.174,DEN,,NWE,W 20-18
47,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",22,37%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,0.0,0.0,,0.0,18,56%,,0,0,,,,,,10.0,,,,,,,,2015.0,,,,,,,,,,,,,,,2016-02-07,,,,,,,,,,19.0,,,21.0,,27.188,DEN,N,CAR,W 24-10
48,,,,,0,0%,0.0,1.0,0.0,1.0,0.0,0.0,,,,,"Green, Virgil",44,60%,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,8.00,8.00,8,0.0,0.0,,0.0,6,19%,,0,0,,,,,,11.0,*,,,,,,,2018.0,,,,,,,,,,,,,,,2019-01-06,,,,,,,,,,17.0,,,18.0,,30.156,LAC,@,BAL,W 23-17
49,,,,,0,0%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Green, Virgil",21,30%,,,,,,,,,,,,TE,,,,,100.0%,1,1,1,1.00,1.00,1,0.0,0.0,,0.0,2,6%,,6,1,,,,,,12.0,*,,,,,,,2018.0,,,,,,,,,,,,,,,2019-01-13,,,,,,,,,,18.0,,,19.0,,30.163,LAC,@,NWE,L 28-41
50,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,"Green, Virgil",,,,,,,,,,,,,,TE,,,,,75.0%,6,1,8,5.00,3.75,30,1.0,0.0,6.0,6.0,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 Games,,,,,,,,,,,,,,,,,,,7-5-0
51,,,,,0,0%,,,,,,,,,,,"Doyle, Jack",8,12%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,17,49%,,0,0,,,,,,1.0,,,,,,,,2013.0,,,0.0,,,,,,,,,,,,2014-01-04,,,,,,,,,,17.0,,,18.0,,23.244,IND,,KAN,W 45-44
52,,,,,0,0%,,,,,,,,,,,"Doyle, Jack",15,23%,,,,,,,,,,,,TE,,,,,50.0%,1,0,2,7.00,3.50,7,,,,,17,50%,,0,0,0,0,,0,,2.0,*,,,,,,,2013.0,,,0.0,,,,,,,,,,,,2014-01-11,,,,,,,,,,18.0,,,19.0,,23.251,IND,@,NWE,L 22-43
53,,,,,0,0%,,,,,,,,,,,"Doyle, Jack",24,33%,,,,,,,,,,,,TE,,,,,100.0%,3,0,3,3.00,3.00,9,,,,,26,87%,,0,0,1,2,0,1,0,3.0,,,,,,,,2014.0,,,0.0,,,,,,,,,,,,2015-01-04,,,,,,,,,,17.0,,,18.0,,24.244,IND,,CIN,W 26-10
54,,,,,0,0%,,,,,,,,,,,"Doyle, Jack",25,33%,,,,,,,,,,,,TE,,,,,75.0%,3,0,4,4.67,3.50,14,,,,,13,48%,,0,0,0,0,0,0,0,4.0,,,,,,,,2014.0,,,0.0,,,,,,,,,,,,2015-01-11,,,,,,,,,,18.0,,,19.0,,24.251,IND,@,DEN,W 24-13
55,,,,,0,0%,,,,,,,,,,,"Doyle, Jack",12,21%,,,,,,,,,,,,TE,,,,,0.0%,0,0,2,,0.00,0,,,,,17,61%,,0,0,0,0,0,0,0,5.0,,,,,,,,2014.0,,,0.0,,,,,,,,,,,,2015-01-18,,,,,,,,,,19.0,,,20.0,,24.258,IND,@,NWE,L 7-45
56,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Doyle, Jack",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,6.0,Injured Reserve,,,,,,,2018.0,,,Injured Reserve,,,,,,,,,,,,2019-01-05,,,,Injured Reserve,,,,,,,,,18.0,,,IND,@,HOU,W 21-7
57,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Doyle, Jack",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,7.0,Injured Reserve,,,,,,,2018.0,,,Injured Reserve,,,,,,,,,,,,2019-01-12,,,,Injured Reserve,,,,,,,,,19.0,,,IND,@,KAN,L 13-31
58,,,,,0,0%,,,,,,,,,,,"Doyle, Jack",56,71%,,,,,,,,,,,,TE,,,,,77.8%,7,1,9,10.00,7.78,70,,,,,2,8%,1,8,1,0,0,0,0,0,8.0,*,,,,,,,2020.0,,,0.0,,,,,,,,,,,,2021-01-09,,,,,,,,,,17.0,,,18.0,,30.249,IND,@,BUF,L 24-27
59,,,,,,,,,,,,,,,,,"Doyle, Jack",,,,,,,,,,,,,,TE,,,,,70.0%,14,1,20,7.14,5.00,100,,,,,,,1,8,1,1,2,0,1,0,,,,,,,,,,,,0.0,,,,,,,,,,,,6 Games,,,,,,,,,,,,,,,,,,,3-3-0
60,,,,,Inactive,Inactive,,,,,,,,,,,"Graham, Jimmy",Inactive,Inactive,,,,,,,,,,,,TE,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,,Inactive,Inactive,,,,,,1.0,Inactive,,,,,,,2010.0,,,,,,,,,,,Inactive,,,,2011-01-08,,,,,,,,,,,,,18.0,,,NOR,@,SEA,L 36-41
61,,,,,,,,,,,,,,,,,"Graham, Jimmy",,,,,,,,,,,,,,TE,,,,,63.6%,7,1,11,7.86,5.00,55,,,,,,,,6,1,,,,,,2.0,*,,,,,,,2011.0,,,,,,,,,,,,,,,2012-01-07,,,,,,,,,,17.0,,,18.0,,25.044,NOR,,DET,W 45-28
62,,,,,,,,,,,,,,,,,"Graham, Jimmy",,,,,,,,,,,,,,TE,,,,,62.5%,5,2,8,20.60,12.88,103,,,,,,,,12,2,,,,,,3.0,*,,,,,,,2011.0,,,,,,,,,,,,,,,2012-01-14,,,,,,,,,,18.0,,,19.0,,25.051,NOR,@,SFO,L 32-36
