,Def Interceptions_Int,Def Interceptions_PD,Def Interceptions_TD,Def Interceptions_Yds,Def. Snaps_Num,Def. Snaps_Pct,Fumbles_FF,Fumbles_FL,Fumbles_FR,Fumbles_Fmb,Fumbles_TD,Fumbles_Yds,Kick Returns_Rt,Kick Returns_TD,Kick Returns_Y/Rt,Kick Returns_Yds,Name_,Off. Snaps_Num,Off. Snaps_Pct,Passing_AY/A,Passing_Att,Passing_Cmp,Passing_Cmp%,Passing_Int,Passing_Rate,Passing_Sk,Passing_TD,Passing_Y/A,Passing_Yds,Passing_Yds.1,Pos_,Punt Returns_Ret,Punt Returns_TD,Punt Returns_Y/R,Punt Returns_Yds,Receiving_Ctch%,Receiving_Rec,Receiving_TD,Receiving_Tgt,Receiving_Y/R,Receiving_Y/Tgt,Receiving_Yds,Rushing_Att,Rushing_TD,Rushing_Y/A,Rushing_Yds,ST Snaps_Num,ST Snaps_Pct,Scoring_2PM,Scoring_Pts,Scoring_TD,Tackles_Ast,Tackles_Comb,Tackles_QBHits,Tackles_Solo,Tackles_TFL,Unnamed: 0_level_0_Rk,Unnamed: 10_level_0_GS,Unnamed: 11_level_0_Sk,Unnamed: 15_level_0_Sk,Unnamed: 16_level_0_Status,Unnamed: 17_level_0_Status,Unnamed: 18_level_0_Sk,Unnamed: 18_level_0_Status,Unnamed: 1_level_0_Year,Unnamed: 20_level_0_Sk,Unnamed: 20_level_0_Status,Unnamed: 21_level_0_Sk,Unnamed: 21_level_0_Status,Unnamed: 22_level_0_Sk,Unnamed: 23_level_0_Status,Unnamed: 24_level_0_Sk,Unnamed: 24_level_0_Status,Unnamed: 25_level_0_Sk,Unnamed: 26_level_0_Sk,Unnamed: 26_level_0_Status,Unnamed: 27_level_0_Status,Unnamed: 28_level_0_Status,Unnamed: 29_level_0_Status,Unnamed: 2_level_0_Date,Unnamed: 30_level_0_Status,Unnamed: 31_level_0_Status,Unnamed: 32_level_0_Status,Unnamed: 33_level_0_Status,Unnamed: 34_level_0_Status,Unnamed: 35_level_0_Sk,Unnamed: 36_level_0_Status,Unnamed: 37_level_0_Status,Unnamed: 38_level_0_Status,Unnamed: 3_level_0_G#,Unnamed: 40_level_0_Status,Unnamed: 44_level_0_Status,Unnamed: 4_level_0_Week,Unnamed: 53_level_0_Status,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Tm,Unnamed: 7_level_0_Unnamed: 7_level_1,Unnamed: 8_level_0_Opp,Unnamed: 9_level_0_Result
911,,,,,,,,,,,,,,,,,"Schultz, Dalton",,,,,,,,,,,,,,TE,,,,,71.4%,20,3,28,11.55,8.25,231,,,,,,,,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Games,,,,,,,,,,,,,,,,,,,2-3-0
912,,,,,0,0%,,,,,,,0,0,,0,"Firkser, Anthony",14,23%,,,,,,,,,,,,TE,,,,,66.7%,2,1,3,11.50,7.67,23,,,,,4,15%,,6,1,0,0,0,0,0,1.0,,,,,,,,2019.0,,,,,,,0.0,,,,,,,,2020-01-04,,,,,,,,,,17.0,,,18.0,,24.319,TEN,@,NWE,W 20-13
913,,,,,0,0%,,,,,,,,,,,"Firkser, Anthony",11,21%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,3,14%,,0,0,,,,,,2.0,,,,,,,,2019.0,,,,,,,,,,,,,,,2020-01-11,,,,,,,,,,18.0,,,19.0,,24.326,TEN,@,BAL,W 28-12
914,,,,,0,0%,,,,,,,1,0,0.00,0,"Firkser, Anthony",22,33%,,,,,,,,,,,,TE,,,,,50.0%,1,1,2,22.00,11.00,22,,,,,10,36%,,6,1,0,0,0,0,0,3.0,,,,,,,,2019.0,,,,,,,0.0,,,,,,,,2020-01-19,,,,,,,,,,19.0,,,20.0,,24.334,TEN,@,KAN,L 24-35
915,,,,,0,0%,,,,,,,0,0,,0,"Firkser, Anthony",12,24%,,,,,,,,,,,,TE,,,,,100.0%,2,0,2,22.00,22.00,44,,,,,5,20%,,0,0,0,0,0,0,0,4.0,,,,,,,,2020.0,,,,,,,0.0,,,,,,,,2021-01-10,,,,,,,,,,17.0,,,18.0,,25.326,TEN,,BAL,L 13-20
916,,,,,0,0%,,,,,,,0,0,,0,"Firkser, Anthony",14,26%,,,,,,,,,,,,TE,,,,,0.0%,0,0,1,,0.00,0,,,,,5,19%,,0,0,0,1,0,1,0,5.0,,,,,,,,2021.0,,,,,,,0.0,,,,,,,,2022-01-22,,,,,,,,,,18.0,,,20.0,,26.337,TEN,,CIN,L 16-19
917,,,,,,,,,,,,,1,0,0.00,0,"Firkser, Anthony",,,,,,,,,,,,,,TE,,,,,62.5%,5,2,8,17.80,11.13,89,,,,,,,,12,2,0,1,0,1,0,,,,,,,,,,,,,,,,0.0,,,,,,,,5 Games,,,,,,,,,,,,,,,,,,,2-3-0
918,,,,,0,0%,,,0,0,0,0,,,,,"Tonyan, Robert",21,33%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,16,62%,,0,0,,,,,,1.0,,,,,,,,2019.0,,,,,,,,,,,,,,,2020-01-12,,,,,,,,,,17.0,,,19.0,,25.257,GNB,,SEA,W 28-23
919,,,,,0,0%,,,0,0,0,0,,,,,"Tonyan, Robert",18,29%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,16,57%,,0,0,,,,,,2.0,,,,,,,,2019.0,,,,,,,,,,,,,,,2020-01-19,,,,,,,,,,18.0,,,20.0,,25.264,GNB,@,SFO,L 20-37
920,,,,,0,0%,0,0,0,0,0,0,,,,,"Tonyan, Robert",49,64%,,,,,,,,,,,,TE,,,,,100.0%,4,0,4,15.00,15.00,60,,,,,4,18%,,0,0,,,,,,3.0,,,,,,,,2020.0,,,,,,,,,,,,,,,2021-01-16,,,,,,,,,,17.0,,,19.0,,26.261,GNB,,LAR,W 32-18
921,,,,,0,0%,0,0,1,0,0,0,,,,,"Tonyan, Robert",47,66%,,,,,,,,,,,,TE,,,,,100.0%,4,1,4,5.50,5.50,22,,,,,4,15%,,6,1,,,,,,4.0,,,,,,,,2020.0,,,,,,,,,,,,,,,2021-01-24,,,,,,,,,,18.0,,,20.0,,26.269,GNB,,TAM,L 26-31
922,,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,"Tonyan, Robert",Did Not Play,Did Not Play,,,,,,,,,,,,TE,,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,,,,,,5.0,Did Not Play,,,,,,,2021.0,,,,,,,,,,,,,,,2022-01-22,,,Did Not Play,,,,,,,18.0,,,20.0,,,GNB,,SFO,L 10-13
923,,,,,,,0,0,1,0,0,0,,,,,"Tonyan, Robert",,,,,,,,,,,,,,TE,,,,,100.0%,8,1,8,10.25,10.25,82,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Games,,,,,,,,,,,,,,,,,,,2-2-0
924,,,,,0,0%,,,,,,,,,,,"Dwelley, Ross",6,9%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,13,50%,,,,,,,,,1.0,,,,,,,,2019.0,,,,,,,,,,,,,,,2020-01-11,,,,,,,,,,17.0,,,19.0,,24.35,SFO,,MIN,W 27-10
925,,,,,0,0%,,,,,,,,,,,"Dwelley, Ross",8,15%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,10,36%,,,,,,,,,2.0,,,,,,,,2019.0,,,,,,,,,,,,,,,2020-01-19,,,,,,,,,,18.0,,,20.0,,24.358,SFO,,GNB,W 37-20
926,,,,,0,0%,,,,,,,,,,,"Dwelley, Ross",4,7%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,10,42%,,,,,,,,,3.0,,,,,,,,2019.0,,,,,,,,,,,,,,,2020-02-02,,,,,,,,,,19.0,,,21.0,,25.007,SFO,N,KAN,L 20-31
927,,,,,0,0%,,,,,,,,,,,"Dwelley, Ross",0,0%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,13,45%,,,,,,,,,4.0,,,,,,,,2021.0,,,,,,,,,,,,,,,2022-01-16,,,,,,,,,,18.0,,,19.0,,26.355,SFO,@,DAL,W 23-17
928,,,,,0,0%,,,,,,,,,,,"Dwelley, Ross",0,0%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,16,70%,,,,,,,,,5.0,,,,,,,,2021.0,,,,,,,,,,,,,,,2022-01-22,,,,,,,,,,19.0,,,20.0,,26.361,SFO,@,GNB,W 13-10
929,,,,,0,0%,,,,,,,,,,,"Dwelley, Ross",0,0%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,13,59%,,,,,,,,,6.0,,,,,,,,2021.0,,,,,,,,,,,,,,,2022-01-30,,,,,,,,,,20.0,,,21.0,,27.004,SFO,@,LAR,L 17-20
930,,,,,Inactive,Inactive,,,,,,,,,,,"Dwelley, Ross",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,7.0,Inactive,,,,Inactive,,,2022.0,,,,,,,,,,,,,,,2023-01-14,,,,,,,,,,18.0,,,19.0,,,SFO,,SEA,W 41-23
931,,,,,0,0%,,,,,,,,,,,"Dwelley, Ross",1,2%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,13,52%,,,,,,,,,8.0,,,,,,,,2022.0,,,,,,,,,,,,,,,2023-01-22,,,,,,,,,,19.0,,,20.0,,27.361,SFO,,DAL,W 19-12
932,,,,,Inactive,Inactive,,,,,,,,,,,"Dwelley, Ross",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,9.0,Inactive,,,,Inactive,,,2022.0,,,,,,,,,,,,,,,2023-01-29,,,,,,,,,,20.0,,,21.0,,,SFO,@,PHI,L 7-31
933,,,,,,,,,,,,,,,,,"Dwelley, Ross",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 Games,,,,,,,,,,,,,,,,,,,5-2-0
934,,,,,0,0%,,,,,,,,,,,"Mundt, Johnny",6,8%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,,,,,11,42%,,,,0,0,,0,,1.0,,,,,,0.0,,2018.0,,,,,,,,,,,,,,,2019-01-12,,,,,,,,,,17.0,,,19.0,,24.05,LAR,,DAL,W 30-22
935,,,,,0,0%,,,,,,,,,,,"Mundt, Johnny",0,0%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,,,,,18,51%,,,,0,0,,0,,2.0,,,,,,0.0,,2018.0,,,,,,,,,,,,,,,2019-01-20,,,,,,,,,,18.0,,,20.0,,24.058,LAR,@,NOR,W 26-23
936,,,,,0,0%,,,,,,,,,,,"Mundt, Johnny",0,0%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,,,,,13,48%,,,,0,1,0,1,0,3.0,,,,,,0.0,,2018.0,,,,,,,,,,,,,,,2019-02-03,,,,,,,,,,19.0,,,21.0,,24.072,LAR,N,NWE,L 3-13
937,,,,,0,0%,,,,,,,,,,,"Mundt, Johnny",3,4%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,30,81%,,,,,,,,,4.0,,,,,,,,2020.0,,,,,,,,,,,,,,,2021-01-09,,,,,,,,,,17.0,,,18.0,,26.047,LAR,@,SEA,W 30-20
938,,,,,0,0%,,,,,,,,,,,"Mundt, Johnny",0,0%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,,,,,17,77%,,,,0,1,0,1,0,5.0,,,,,,0.0,,2020.0,,,,,,,,,,,,,,,2021-01-16,,,,,,,,,,18.0,,,19.0,,26.054,LAR,@,GNB,L 18-32
939,,,,,Did Not Play,Did Not Play,,,,,,,,,,,"Mundt, Johnny",Did Not Play,Did Not Play,,,,,,,,,,,,TE,,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,Did Not Play,Did Not Play,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,6.0,Did Not Play,,,,,Did Not Play,,2021.0,,,,,,,,,,,,,,,2022-01-17,Did Not Play,,,,,,,,,18.0,,,19.0,,,LAR,,ARI,W 34-11
940,,,,,Did Not Play,Did Not Play,,,,,,,,,,,"Mundt, Johnny",Did Not Play,Did Not Play,,,,,,,,,,,,TE,,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,Did Not Play,Did Not Play,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,7.0,Did Not Play,,,,,Did Not Play,,2021.0,,,,,,,,,,,,,,,2022-01-23,Did Not Play,,,,,,,,,19.0,,,20.0,,,LAR,@,TAM,W 30-27
941,,,,,Did Not Play,Did Not Play,,,,,,,,,,,"Mundt, Johnny",Did Not Play,Did Not Play,,,,,,,,,,,,TE,,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,Did Not Play,Did Not Play,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,8.0,Did Not Play,,,,,Did Not Play,,2021.0,,,,,,,,,,,,,,,2022-01-30,Did Not Play,,,,,,,,,20.0,,,21.0,,,LAR,,SFO,W 20-17
942,,,,,Did Not Play,Did Not Play,,,,,,,,,,,"Mundt, Johnny",Did Not Play,Did Not Play,,,,,,,,,,,,TE,,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,Did Not Play,Did Not Play,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,9.0,Did Not Play,,,,,Did Not Play,,2021.0,,,,,,,,,,,,,,,2022-02-13,Did Not Play,,,,,,,,,21.0,,,22.0,,,LAR,N,CIN,W 23-20
943,,,,,0,0%,,,,,,,,,,,"Mundt, Johnny",21,37%,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,12.00,12.00,12,,,,,10,40%,,,,0,0,0,0,0,10.0,,,,,,0.0,,2022.0,,,,,,,,,,,,,,,2023-01-15,,,,,,,,,,18.0,,,19.0,,28.053,MIN,,NYG,L 24-31
944,,,,,,,,,,,,,,,,,"Mundt, Johnny",,,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,12.00,12.00,12,,,,,,,,,,0,2,0,2,0,,,,,,,0.0,,,,,,,,,,,,,,,,,6 Games,,,,,,,,,,,,,,,,,,,3-3-0
945,,,,,0,0%,,,,,,,,,,,"Akins, Jordan",21,30%,,,,,,,,,,,,TE,,,,,66.7%,2,0,3,4.00,2.67,8,,,,,4,21%,,,,,,,,,1.0,,,,,,,,2018.0,,,,,,,,,,,,,,,2019-01-05,,,,,,,,,,17.0,,,18.0,,26.261,HOU,,IND,L 7-21
946,,,,,Inactive,Inactive,,,,,,,,,,,"Akins, Jordan",Inactive,Inactive,,,,,,,,,,,,TE,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,,,,,,,,,2.0,Inactive,,,,,,,2019.0,,,,,,,,Inactive,,,,,,,2020-01-04,,,,,,,,,,,,,18.0,,,HOU,,BUF,W 22-19
947,,,,,Inactive,Inactive,,,,,,,,,,,"Akins, Jordan",Inactive,Inactive,,,,,,,,,,,,TE,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,,,,,,,,,3.0,Inactive,,,,,,,2019.0,,,,,,,,Inactive,,,,,,,2020-01-12,,,,,,,,,,,,,19.0,,,HOU,@,KAN,L 31-51
948,,,,,,,,,,,,,,,,,"Akins, Jordan",,,,,,,,,,,,,,TE,,,,,66.7%,2,0,3,4.00,2.67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Games,,,,,,,,,,,,,,,,,,,0-1-0
949,,,,,Inactive,Inactive,,,,,,,,,,,"Arnold, Dan",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,1.0,Inactive,,,,Inactive,,,2018.0,,,,,,,,,,,,,,,2019-01-13,,,,,,,,,,,,,19.0,,,NOR,,PHI,W 20-14
950,,,,,0,0%,,,,,,,,,,,"Arnold, Dan",26,39%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,0,0%,,,,,,,,,2.0,,,,,,,,2018.0,,,,,,,,,,,,,,,2019-01-20,,,,,,,,,,18.0,,,20.0,,23.311,NOR,,LAR,L 23-26
951,,,,,0,0%,,,,,,,,,,,"Arnold, Dan",2,3%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,7,23%,,,,,,,,,3.0,,,,,,,,2022.0,,,,,,,,,,,,,,,2023-01-14,,,,,,,,,,18.0,,,19.0,,27.305,JAX,,LAC,W 31-30
952,,,,,0,0%,,,,,,,,,,,"Arnold, Dan",1,2%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,7,25%,,,,,,,,,4.0,,,,,,,,2022.0,,,,,,,,,,,,,,,2023-01-21,,,,,,,,,,19.0,,,20.0,,27.312,JAX,@,KAN,L 20-27
953,,,,,,,,,,,,,,,,,"Arnold, Dan",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Games,,,,,,,,,,,,,,,,,,,1-2-0
954,,,,,Inactive,Inactive,,,,,,,,,,,"Saubert, Eric",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,1.0,Inactive,,,,Inactive,,,2017.0,,,,,,,,,,,,,,,2018-01-06,,,,,,,,,,,,,18.0,,,ATL,@,LAR,W 26-13
955,,,,,Inactive,Inactive,,,,,,,,,,,"Saubert, Eric",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,2.0,Inactive,,,,Inactive,,,2017.0,,,,,,,,,,,,,,,2018-01-13,,,,,,,,,,,,,19.0,,,ATL,@,PHI,L 10-15
956,,,,,,,,,,,,,,,,,"Saubert, Eric",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 Games,,,,,,,,,,,,,,,,,,,
957,,,,,0.0,0%,,,,,,,,,,,"Gathers, Rico",6.0,8%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,0.0,0%,,,,,,,,,1.0,,,,,,,,2018.0,,,,,,,,,,,,,,,2019-01-05,,,,,,,,,,17.0,,,18.0,,24.363,DAL,,SEA,W 24-22
958,,,,,0.0,0%,,,,,,,,,,,"Gathers, Rico",14.0,24%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,0.0,0%,,,,,,,,,2.0,,,,,,,,2018.0,,,,,,,,,,,,,,,2019-01-12,,,,,,,,,,18.0,,,19.0,,25.005,DAL,@,LAR,L 22-30
959,,,,,,,,,,,,,,,,,"Gathers, Rico",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Games,,,,,,,,,,,,,,,,,,,1-1-0
960,,,,,0,0%,,,,,,,,,,,"Culkin, Sean",7,10%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,8,25%,,,,,,,,,1.0,,,,,,,,2018.0,,,,,,,,,,,,,,,2019-01-06,,,,,,,,,,17.0,,,18.0,,25.209,LAC,@,BAL,W 23-17
961,,,,,Inactive,Inactive,,,,,,,,,,,"Culkin, Sean",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,2.0,Inactive,,,,Inactive,,,2018.0,,,,,,,,,,,,,,,2019-01-13,,,,,,,,,,,,,19.0,,,LAC,@,NWE,L 28-41
962,,,,,,,,,,,,,,,,,"Culkin, Sean",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Games,,,,,,,,,,,,,,,,,,,1-0-0
963,,,,,0.0,0%,,,,,,,,,,,"Conklin, Tyler",16.0,21%,,,,,,,,,,,,TE,,,,,0.0%,0,0,1,,0.0,0,,,,,17.0,53%,,,,1,1,0,0,0,1.0,,,,,,0.0,,2019.0,,,,,,,,,,,,,,,2020-01-05,,,,,,,,,,17.0,,,18.0,,24.159,MIN,@,NOR,W 26-20
964,,,,,0.0,0%,,,,,,,,,,,"Conklin, Tyler",3.0,7%,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,5.0,5.0,5,,,,,6.0,23%,,,,0,0,0,0,0,2.0,,,,,,0.0,,2019.0,,,,,,,,,,,,,,,2020-01-11,,,,,,,,,,18.0,,,19.0,,24.165,MIN,@,SFO,L 10-27
965,,,,,,,,,,,,,,,,,"Conklin, Tyler",,,,,,,,,,,,,,TE,,,,,50.0%,1,0,2,5.0,2.5,5,,,,,,,,,,1,1,0,0,0,,,,,,,0.0,,,,,,,,,,,,,,,,,2 Games,,,,,,,,,,,,,,,,,,,1-1-0
966,,,,,,,,,,,,,,,,,"Franks, Jordan",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,0,0,,,,,,1.0,,,,,,,,1984.0,,,,,,,,,,,,,,,1984-12-29,,,,,,,,,,17.0,,,18.0,,22.256,SFO,,NYG,W 21-10
967,,,,,,,,,,,,,,,,,"Franks, Jordan",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,0,0,,,,,,2.0,,,,,,,,1984.0,,,,,,,,,,,,,,,1985-01-06,,,,,,,,,,18.0,,,19.0,,22.264,SFO,,CHI,W 23-0
968,,,,,,,,,,,,,,,,,"Franks, Jordan",,,,,,,,,,,,,,TE,,,,,,3,0,,8.33,,25,,,,,,,,0,0,,,,,,3.0,,,,,,,,1985.0,,,,,,,,,,,,,,,1985-12-29,,,,,,,,,,17.0,,,17.0,,23.256,SFO,@,NYG,L 3-17
969,,,,,,,,,,,,,,,,,"Franks, Jordan",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,0,0,,,,,,4.0,,,,,,,,1986.0,,,,,,,,,,,,,,,1987-01-04,,,,,,,,,,17.0,,,18.0,,24.262,SFO,@,NYG,L 3-49
970,,,,,,,,,,,,,,,,,"Franks, Jordan",,,,,,,,,,,,,,TE,,,,,,1,1,,16.00,,16,,,,,,,,6,1,,,,,,5.0,,,,,,,,1987.0,,,,,,,,,,,,,,,1988-01-09,,,,,,,,,,16.0,,,18.0,,25.267,SFO,,MIN,L 24-36
971,,,,,,,,,,,,,,,,,"Franks, Jordan",,,,,,,,,,,,,,TE,,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,6.0,,,,,,,,1988.0,,,,,,,,,,,,,,,1989-01-01,,,,,,,,,,17.0,,,18.0,,26.259,SFO,,MIN,W 34-9
972,,,,,,,,,,,,,,,,,"Franks, Jordan",,,,,,,,,,,,,,TE,,,,,,2,1,,10.00,,20,,,,,,,,6,1,,,,,,7.0,,,,,,,,1988.0,,,,,,,,,,,,,,,1989-01-08,,,,,,,,,,18.0,,,19.0,,26.266,SFO,@,CHI,W 28-3
973,,,,,,,,,,,,,,,,,"Franks, Jordan",,,,,,,,,,,,,,TE,,,,,,2,0,,7.50,,15,,,,,,,,0,0,,,,,,8.0,,,,,,,,1988.0,,,,,,,,,,,,,,,1989-01-22,,,,,,,,,,19.0,,,20.0,,26.28,SFO,N,CIN,W 20-16
974,,,,,,,,,,,,,,,,,"Franks, Jordan",,,,,,,,,,,,,,TE,,,,,,8,2,,9.50,,76,,,,,,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 Games,,,,,,,,,,,,,,,,,,,5-3-0
975,,,,,Did Not Play,Did Not Play,,,,,,,,,,,"Swoopes, Tyrone",Did Not Play,Did Not Play,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Did Not Play,Did Not Play,,,,,,,,,1.0,Did Not Play,,,,Did Not Play,,,2019.0,,,,,,,,,,,,,,,2020-01-05,,,,,,,,,,,,,18.0,,,SEA,@,PHI,W 17-9
976,,,,,Did Not Play,Did Not Play,,,,,,,,,,,"Swoopes, Tyrone",Did Not Play,Did Not Play,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Did Not Play,Did Not Play,,,,,,,,,2.0,Did Not Play,,,,Did Not Play,,,2019.0,,,,,,,,,,,,,,,2020-01-12,,,,,,,,,,,,,19.0,,,SEA,@,GNB,L 23-28
977,,,,,,,,,,,,,,,,,"Swoopes, Tyrone",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 Games,,,,,,,,,,,,,,,,,,,
978,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Dissly, Will",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,1.0,Injured Reserve,,,,,,,2018.0,,,,,,,,Injured Reserve,,,,,,,2019-01-05,,,,,,,,,,,,,18.0,,,SEA,@,DAL,L 22-24
979,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Dissly, Will",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,2.0,Injured Reserve,,,,,,,2019.0,,,,,,,,Injured Reserve,,,,,,,2020-01-05,,,,,,,,,,,,,18.0,,,SEA,@,PHI,W 17-9
980,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Dissly, Will",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,3.0,Injured Reserve,,,,,,,2019.0,,,,,,,,Injured Reserve,,,,,,,2020-01-12,,,,,,,,,,,,,19.0,,,SEA,@,GNB,L 23-28
981,,,,,0,0%,,,,,,,,,,,"Dissly, Will",32,52%,,,,,,,,,,,,TE,,,,,50.0%,1,0,2,1.00,0.50,1,,,,,19,51%,,,,,,,,,4.0,,,,,,,,2020.0,,,,,,,,,,,,,,,2021-01-09,,,,,,,,,,17.0,,,18.0,,24.185,SEA,,LAR,L 20-30
982,,,,,Did Not Play,Did Not Play,,,,,,,,,,,"Dissly, Will",Did Not Play,Did Not Play,,,,,,,,,,,,TE,,,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,Did Not Play,Did Not Play,,,,,,,,,5.0,Did Not Play,,,,,,,2022.0,,,,,,,,Did Not Play,,,,,,,2023-01-14,,,,,,,,,,18.0,,,19.0,,,SEA,@,SFO,L 23-41
983,,,,,,,,,,,,,,,,,"Dissly, Will",,,,,,,,,,,,,,TE,,,,,50.0%,1,0,2,1.00,0.50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Games,,,,,,,,,,,,,,,,,,,0-1-0
984,,,,,Inactive,Inactive,,,,,,,,,,,"Sweeney, Tommy",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,1.0,Inactive,,,,Inactive,,,2019.0,,,,,,,,,,,,,,,2020-01-04,,,,,,,,,,,,,18.0,,,BUF,@,HOU,L 19-22
